itemid,label,langcode,is_alt
http://www.wikidata.org/entity/Q10406,Corona Borealis,id,False
http://www.wikidata.org/entity/Q10406,かんむり座,ja,False
http://www.wikidata.org/entity/Q10406,Corona Borealis,jv,False
http://www.wikidata.org/entity/Q10406,ჩრდილოეთის გვირგვინის თანავარსკვლავედი,ka,False
http://www.wikidata.org/entity/Q10406,북쪽왕관자리,ko,False
http://www.wikidata.org/entity/Q10406,Corona Borealis,la,False
http://www.wikidata.org/entity/Q10406,Corona Borealis,lb,False
http://www.wikidata.org/entity/Q10406,Šiaurės Vainikas,lt,False
http://www.wikidata.org/entity/Q10406,Ziemeļu Vainags,lv,False
http://www.wikidata.org/entity/Q10406,Северна Круна,mk,False
http://www.wikidata.org/entity/Q10406,കിരീടമണ്ഡലം,ml,False
http://www.wikidata.org/entity/Q10406,Mahkota Utara,ms,False
http://www.wikidata.org/entity/Q10406,Hông-koan-chō,nan,False
http://www.wikidata.org/entity/Q10406,Den nordlige krone,nb,False
http://www.wikidata.org/entity/Q10406,Nöördlich Kroon,nds,False
http://www.wikidata.org/entity/Q10406,Den nordlege krona,nn,False
http://www.wikidata.org/entity/Q10406,ਉੱਤਰਕਿਰੀਟ ਤਾਰਾਮੰਡਲ,pa,False
http://www.wikidata.org/entity/Q10406,Korona Północna,pl,False
http://www.wikidata.org/entity/Q10406,اتری تاج,pnb,False
http://www.wikidata.org/entity/Q10406,Corona Borealis,pt,False
http://www.wikidata.org/entity/Q10406,Coroana Boreală,ro,False
http://www.wikidata.org/entity/Q10406,Северная Корона,ru,False
http://www.wikidata.org/entity/Q10406,Хотугу Корона,sah,False
http://www.wikidata.org/entity/Q10406,Corona Borealis,sco,False
http://www.wikidata.org/entity/Q10406,Sjeverna kruna,sh,False
http://www.wikidata.org/entity/Q10406,Severná koruna,sk,False
http://www.wikidata.org/entity/Q10406,Severna krona,sl,False
http://www.wikidata.org/entity/Q10406,Северна круна,sr,False
http://www.wikidata.org/entity/Q10406,Norra kronan,sv,False
http://www.wikidata.org/entity/Q10406,Kasi ya Masakini,sw,False
http://www.wikidata.org/entity/Q10406,กลุ่มดาวมงกุฎเหนือ,th,False
http://www.wikidata.org/entity/Q10406,Au o ʻUvea,to,False
http://www.wikidata.org/entity/Q10406,Corona Borealis,tr,False
http://www.wikidata.org/entity/Q10406,Північна Корона,uk,False
http://www.wikidata.org/entity/Q10406,تاج شمالی,ur,False
http://www.wikidata.org/entity/Q10406,Shimoliy Toj,uz,False
http://www.wikidata.org/entity/Q10406,Bắc Miện,vi,False
http://www.wikidata.org/entity/Q10406,Corona Borealis,war,False
http://www.wikidata.org/entity/Q10406,北冕座,wuu,False
http://www.wikidata.org/entity/Q10406,北冕座,yue,False
http://www.wikidata.org/entity/Q10406,北冕座,zh,False
http://www.wikidata.org/entity/Q639669,музыкант,ba,False
http://www.wikidata.org/entity/Q639669,музыкант,be,False
http://www.wikidata.org/entity/Q639669,muzikisto,eo,False
http://www.wikidata.org/entity/Q639669,músico,gl,False
http://www.wikidata.org/entity/Q639669,musicista,it,False
http://www.wikidata.org/entity/Q639669,音楽家,ja,False
http://www.wikidata.org/entity/Q639669,musiker,nb,False
http://www.wikidata.org/entity/Q639669,músico,pt,False
http://www.wikidata.org/entity/Q639669,músico,pt-br,False
http://www.wikidata.org/entity/Q639669,muzikant,sq,False
http://www.wikidata.org/entity/Q639669,nhạc sĩ,vi,False
http://www.wikidata.org/entity/Q639669,musiker,sv,False
http://www.wikidata.org/entity/Q639669,músic,ca,False
http://www.wikidata.org/entity/Q639669,musikar,nn,False
http://www.wikidata.org/entity/Q639669,muusik,et,False
http://www.wikidata.org/entity/Q639669,mūziķis,lv,False
http://www.wikidata.org/entity/Q639669,સંગીતકાર,gu,False
http://www.wikidata.org/entity/Q639669,संगीतकार,mr,False
http://www.wikidata.org/entity/Q639669,সঙ্গীতজ্ঞ,bn,False
http://www.wikidata.org/entity/Q639669,musician,en-ca,False
http://www.wikidata.org/entity/Q639669,musician,en-gb,False
http://www.wikidata.org/entity/Q639669,muzician,ro,False
http://www.wikidata.org/entity/Q639669,musikant,af,False
http://www.wikidata.org/entity/Q639669,Musico,an,False
http://www.wikidata.org/entity/Q639669,موسيقي,ar,False
http://www.wikidata.org/entity/Q639669,Metoweriniw,atj,False
http://www.wikidata.org/entity/Q639669,musiqiçi,az,False
http://www.wikidata.org/entity/Q639669,музыка,be-tarask,False
http://www.wikidata.org/entity/Q639669,Музикант,bg,False
http://www.wikidata.org/entity/Q639669,muziker,br,False
http://www.wikidata.org/entity/Q639669,Muzičar,bs,False
http://www.wikidata.org/entity/Q639669,хүгжэмшэ,bxr,False
http://www.wikidata.org/entity/Q639669,مۆسیقاژەن,ckb,False
http://www.wikidata.org/entity/Q639669,çalğıcı,crh-latn,False
http://www.wikidata.org/entity/Q639669,Muzisyen,diq,False
http://www.wikidata.org/entity/Q639669,μουσικός,el,False
http://www.wikidata.org/entity/Q639669,musikari,eu,False
http://www.wikidata.org/entity/Q639669,موسیقیدان,fa,False
http://www.wikidata.org/entity/Q639669,tónleikari,fo,False
http://www.wikidata.org/entity/Q639669,neach-ciùil,gd,False
http://www.wikidata.org/entity/Q639669,Musiker,gsw,False
http://www.wikidata.org/entity/Q639669,mawaƙi,ha,False
http://www.wikidata.org/entity/Q639669,glazbenik,hr,False
http://www.wikidata.org/entity/Q639669,hudźbnik,hsb,False
http://www.wikidata.org/entity/Q639669,երաժիշտ,hy,False
http://www.wikidata.org/entity/Q639669,musico,ia,False
http://www.wikidata.org/entity/Q639669,umiiweng,ilo,False
http://www.wikidata.org/entity/Q639669,muzikisto,io,False
http://www.wikidata.org/entity/Q639669,Tónlistarmaður,is,False
http://www.wikidata.org/entity/Q639669,Musisi,jv,False
http://www.wikidata.org/entity/Q639669,მუსიკოსი,ka,False
http://www.wikidata.org/entity/Q639669,Музыкант,kk,False
http://www.wikidata.org/entity/Q639669,ಸಂಗೀತಗಾರ,kn,False
http://www.wikidata.org/entity/Q639669,음악가,ko,False
http://www.wikidata.org/entity/Q639669,muzîkvan,ku-latn,False
http://www.wikidata.org/entity/Q639669,Musicus,la,False
http://www.wikidata.org/entity/Q639669,Museker,lb,False
http://www.wikidata.org/entity/Q639669,кьавал,lez,False
http://www.wikidata.org/entity/Q639669,musiciste,lfn,False
http://www.wikidata.org/entity/Q639669,ນັກດົນຕີ,lo,False
http://www.wikidata.org/entity/Q639669,Muzikantas,lt,False
http://www.wikidata.org/entity/Q639669,संगीतकार,mai,False
http://www.wikidata.org/entity/Q639669,mpitendry mozika,mg,False
http://www.wikidata.org/entity/Q639669,музичар,mk,False
http://www.wikidata.org/entity/Q639669,ഗായകൻ,ml,False
http://www.wikidata.org/entity/Q639669,Pemuzik,ms,False
http://www.wikidata.org/entity/Q639669,mużiċist,mt,False
http://www.wikidata.org/entity/Q639669,Cuīcatiani,nah,False
http://www.wikidata.org/entity/Q639669,Im-ga̍k-ka,nan,False
http://www.wikidata.org/entity/Q639669,Musiker,nds,False
http://www.wikidata.org/entity/Q639669,Muzikaant,nds-nl,False
http://www.wikidata.org/entity/Q639669,संगीतकार,ne,False
http://www.wikidata.org/entity/Q639669,ߘߐ߲߬ߞߟߌ߬ߟߊ߬ߟߊ,nqo,False
http://www.wikidata.org/entity/Q639669,Souneus,nrm,False
http://www.wikidata.org/entity/Q639669,musician,oc,False
http://www.wikidata.org/entity/Q639669,ਸੰਗੀਤਕਾਰ,pa,False
http://www.wikidata.org/entity/Q639669,ميوزيشن,ps,False
http://www.wikidata.org/entity/Q639669,Музикант,rue,False
http://www.wikidata.org/entity/Q639669,мусукаан,sah,False
http://www.wikidata.org/entity/Q639669,muisicker,sco,False
http://www.wikidata.org/entity/Q639669,musihkkár,se,False
http://www.wikidata.org/entity/Q639669,Muzičar,sh,False
http://www.wikidata.org/entity/Q639669,glasbenik,sl,False
http://www.wikidata.org/entity/Q639669,musikkár,smn,False
http://www.wikidata.org/entity/Q639669,musikkneǩ,sms,False
http://www.wikidata.org/entity/Q639669,музичар,sr-ec,False
http://www.wikidata.org/entity/Q639669,muzičar,sr-el,False
http://www.wikidata.org/entity/Q639669,Musisi,su,False
http://www.wikidata.org/entity/Q639669,Mwanamuziki,sw,False
http://www.wikidata.org/entity/Q639669,இசைக் கலைஞர்,ta,False
http://www.wikidata.org/entity/Q639669,мусиқидон,tg,False
http://www.wikidata.org/entity/Q639669,นักดนตรี,th,False
http://www.wikidata.org/entity/Q639669,musiko,tl,False
http://www.wikidata.org/entity/Q639669,Muyimbeleri wa vunanga,ts,False
http://www.wikidata.org/entity/Q639669,музыкачы,tt,False
http://www.wikidata.org/entity/Q639669,музыкачы,tt-cyrl,False
http://www.wikidata.org/entity/Q639669,موسیقار,ur,False
http://www.wikidata.org/entity/Q639669,Musiqachi,uz,False
http://www.wikidata.org/entity/Q639669,muzikant,vep,False
http://www.wikidata.org/entity/Q639669,musigan,vo,False
http://www.wikidata.org/entity/Q84263196,কোভিড-১৯,bn,False
http://www.wikidata.org/entity/Q84263196,Wuhanes feforādl,ang,False
http://www.wikidata.org/entity/Q84263196,كوڤيد-19,arz,False
http://www.wikidata.org/entity/Q84263196,ক'ৰ'না ভাইৰাছ ৰোগ ২০১৯,as,False
http://www.wikidata.org/entity/Q84263196,COVID-19,ast,False
http://www.wikidata.org/entity/Q84263196,COVID-19,bar,False
http://www.wikidata.org/entity/Q84263196,каранавірусная хвароба (2019),be,False
http://www.wikidata.org/entity/Q84263196,каранавірусная інфэкцыя (2019),be-tarask,False
http://www.wikidata.org/entity/Q84263196,COVID-19,bg,False
http://www.wikidata.org/entity/Q84263196,कोविड-19,bho,False
http://www.wikidata.org/entity/Q84263196,کۆڤید-١٩,ckb,False
http://www.wikidata.org/entity/Q84263196,Koronavirus 2019,crh,False
http://www.wikidata.org/entity/Q84263196,COVID-19 коронавирусла инфекци,cv,False
http://www.wikidata.org/entity/Q84263196,COVID-19,cy,False
http://www.wikidata.org/entity/Q84263196,COVID-19,en-gb,False
http://www.wikidata.org/entity/Q84263196,COVID-19,et,False
http://www.wikidata.org/entity/Q84263196,COVID-19,gl,False
http://www.wikidata.org/entity/Q84263196,Koronavirus 2019,ha,False
http://www.wikidata.org/entity/Q84263196,कोरोनावायरस रोग 2019,hi,False
http://www.wikidata.org/entity/Q84263196,COVID-19,ia,False
http://www.wikidata.org/entity/Q84263196,新型コロナウイルス感染症,ja,False
http://www.wikidata.org/entity/Q84263196,ಕೊರೋನಾವೈರಸ್ ಕಾಯಿಲೆ ೨೦೧೯,kn,False
http://www.wikidata.org/entity/Q84263196,COVID-19,lb,False
http://www.wikidata.org/entity/Q84263196,COVID-19,li,False
http://www.wikidata.org/entity/Q84263196,COVID-19,lt,False
http://www.wikidata.org/entity/Q84263196,Panyakik koronavirus 2019,min,False
http://www.wikidata.org/entity/Q84263196,COVID-19,mk,False
http://www.wikidata.org/entity/Q84263196,Malautiá pel coronavirus 2019,oc,False
http://www.wikidata.org/entity/Q84263196,ਕੋਰੋਨਾਵਾਇਰਸ ਬਿਮਾਰੀ 2019,pa,False
http://www.wikidata.org/entity/Q84263196,COVID-19,pap,False
http://www.wikidata.org/entity/Q84263196,COVID-19,pt-br,False
http://www.wikidata.org/entity/Q84263196,2019 Kurunawirus unquy,qu,False
http://www.wikidata.org/entity/Q84263196,ڪوروناوائرس روڳ 2019,sd,False
http://www.wikidata.org/entity/Q84263196,COVID-19,se,False
http://www.wikidata.org/entity/Q84263196,COVID-19,sh,False
http://www.wikidata.org/entity/Q84263196,කොවිඩ්-19,si,False
http://www.wikidata.org/entity/Q84263196,COVID-19,smn,False
http://www.wikidata.org/entity/Q84263196,COVID-19,sms,False
http://www.wikidata.org/entity/Q84263196,Sëmundja koronavirus 2019,sq,False
http://www.wikidata.org/entity/Q84263196,COVID-19,sr,False
http://www.wikidata.org/entity/Q84263196,COVID-19,tt,False
http://www.wikidata.org/entity/Q84263196,COVID-19,tt-cyrl,False
http://www.wikidata.org/entity/Q84263196,يېڭى تىپتىكى تاجسىمان ۋىرۇس كېسىلى(كوۋىد-19 كېسىلى),ug,False
http://www.wikidata.org/entity/Q84263196,کووڈ-19,ur,False
http://www.wikidata.org/entity/Q84263196,COVID-19 koronavirus infeksiyasi,uz,False
http://www.wikidata.org/entity/Q84263196,A,abs,False
http://www.wikidata.org/entity/Q84263196,COVID-19,af,False
http://www.wikidata.org/entity/Q84263196,COVID-19,atj,False
http://www.wikidata.org/entity/Q84263196,COVID-19,br,False
http://www.wikidata.org/entity/Q84263196,Tuaany ë koronabairäth 2019,din,False
http://www.wikidata.org/entity/Q84263196,Covid-19,fr,False
http://www.wikidata.org/entity/Q84263196,Maladie de coronavirus 2019,frp,False
http://www.wikidata.org/entity/Q84263196,COVID-19,frr,False
http://www.wikidata.org/entity/Q84263196,ယဲကဝ်ရဝ်နာဝဳရုသ် ၂၀၁၉,mnw,False
http://www.wikidata.org/entity/Q84263196,COVID-19,nds,False
http://www.wikidata.org/entity/Q84263196,COVID-19,nrm,False
http://www.wikidata.org/entity/Q84263196,COVID-19,su,False
http://www.wikidata.org/entity/Q84263196,కోవిడ్-19 వ్యాధి,te,False
http://www.wikidata.org/entity/Q84263196,ኮቪድ-19,am,False
http://www.wikidata.org/entity/Q84263196,COVID-19,nds-nl,False
http://www.wikidata.org/entity/Q84263196,โรคติดเชื้อไวรัสโคโรนา 2019,th,False
http://www.wikidata.org/entity/Q84263196,Àrún èrànkòrónà ọdún 2019,yo,False
http://www.wikidata.org/entity/Q84263196,COVID-19,cu,False
http://www.wikidata.org/entity/Q84263196,ಕೊರೋನಾವೈರಸ್ ಸೀಕ್ ೨೦೧೯,tcy,False
http://www.wikidata.org/entity/Q84263196,коронавирусная инфекция COVID-19,ru,False
http://www.wikidata.org/entity/Q84263196,covid-19,cs,False
http://www.wikidata.org/entity/Q84263196,COVID-19,gor,False
http://www.wikidata.org/entity/Q84263196,کرونا ویروس خستهلیغی ۲۰۱۹,azb,False
http://www.wikidata.org/entity/Q84263196,कोरोना भाइरस रोग (कोभिड-१९),mai,False
http://www.wikidata.org/entity/Q84263196,कोरोनाव्हायरस रोग २०१९,mr,False
http://www.wikidata.org/entity/Q84263196,二零一九冠狀病毒病,lzh,False
http://www.wikidata.org/entity/Q84263196,COVID-19,war,False
http://www.wikidata.org/entity/Q84263196,COVID-19,sah,False
http://www.wikidata.org/entity/Q84263196,Coronaviri morbus,la,False
http://www.wikidata.org/entity/Q84263196,COVID-19,lmo,False
http://www.wikidata.org/entity/Q84263196,COVID-19,lv,False
http://www.wikidata.org/entity/Q84263196,കൊറോണ വൈറസ് രോഗം 2019,ml,False
http://www.wikidata.org/entity/Q84263196,Penyakit pernafasan akut 2019-nCoV,ms,False
http://www.wikidata.org/entity/Q84263196,ကိုရိုနာဗိုင်းရပ်စ် ရောဂါ ၂၀၁၉,my,False
http://www.wikidata.org/entity/Q84263196,COVID-19,nan,False
http://www.wikidata.org/entity/Q84263196,COVID-19,nl,False
http://www.wikidata.org/entity/Q84263196,covid-19,nn,False
http://www.wikidata.org/entity/Q84263196,କରୋନାଭୂତାଣୁ ରୋଗ ୨୦୧୯,or,False
http://www.wikidata.org/entity/Q84263196,COVID-19,pl,False
http://www.wikidata.org/entity/Q84263196,COVID-19,pt,False
http://www.wikidata.org/entity/Q84263196,COVID-19,ro,False
http://www.wikidata.org/entity/Q84263196,coronavirus disease 2019,sco,False
http://www.wikidata.org/entity/Q84263196,COVID-19,sk,False
http://www.wikidata.org/entity/Q84263196,COVID-19,sl,False
http://www.wikidata.org/entity/Q84263196,COVID-19,sv,False
http://www.wikidata.org/entity/Q84263196,COVID-19,tet,False
http://www.wikidata.org/entity/Q84263196,COVID-19,tl,False
http://www.wikidata.org/entity/Q84263196,Koronavirüs hastalığı 2019 (COVID-19),tr,False
http://www.wikidata.org/entity/Q84263196,коронавірусна хвороба 2019,uk,False
http://www.wikidata.org/entity/Q84263196,Gripe å cronivirûsse 2019,wa,False
http://www.wikidata.org/entity/Q84263196,2019冠状病毒病,wuu,False
http://www.wikidata.org/entity/Q84263196,2019冠狀病毒病,zh,False
http://www.wikidata.org/entity/Q84263196,2019冠状病毒病,zh-hans,False
http://www.wikidata.org/entity/Q84263196,嚴重特殊傳染性肺炎,zh-hant,False
http://www.wikidata.org/entity/Q84263196,嚴重特殊傳染性肺炎,zh-tw,False
http://www.wikidata.org/entity/Q758780,مالی,ur,False
http://www.wikidata.org/entity/Q758780,Gärtner,de,False
http://www.wikidata.org/entity/Q758780,Gärtner,de-ch,False
http://www.wikidata.org/entity/Q758780,садавод,be,False
http://www.wikidata.org/entity/Q758780,Záhradník,sk,False
http://www.wikidata.org/entity/Q758780,gardener,en,False
http://www.wikidata.org/entity/Q758780,بستاني,ar,False
http://www.wikidata.org/entity/Q758780,градинар,bg,False
http://www.wikidata.org/entity/Q758780,Liorzhour,br,False
http://www.wikidata.org/entity/Q758780,jardiner,ca,False
http://www.wikidata.org/entity/Q758780,zahradník,cs,False
http://www.wikidata.org/entity/Q758780,garddwr,cy,False
http://www.wikidata.org/entity/Q758780,gartner,da,False
http://www.wikidata.org/entity/Q758780,Bostanci,diq,False
http://www.wikidata.org/entity/Q758780,κηπουρός,el,False
http://www.wikidata.org/entity/Q758780,gardener,en-gb,False
http://www.wikidata.org/entity/Q758780,ĝardenisto,eo,False
http://www.wikidata.org/entity/Q758780,jardinero,es,False
http://www.wikidata.org/entity/Q758780,Aednik,et,False
http://www.wikidata.org/entity/Q758780,lorezain,eu,False
http://www.wikidata.org/entity/Q758780,jardinier,fr,False
http://www.wikidata.org/entity/Q758780,garraíodóir,ga,False
http://www.wikidata.org/entity/Q758780,Xardineiro,gl,False
http://www.wikidata.org/entity/Q758780,גנן,he,False
http://www.wikidata.org/entity/Q758780,kertész,hu,False
http://www.wikidata.org/entity/Q758780,այգեգործ,hy,False
http://www.wikidata.org/entity/Q758780,Tukang kebun,id,False
http://www.wikidata.org/entity/Q758780,gardenisto,io,False
http://www.wikidata.org/entity/Q758780,giardiniere,it,False
http://www.wikidata.org/entity/Q758780,庭師,ja,False
http://www.wikidata.org/entity/Q758780,원예사,ko,False
http://www.wikidata.org/entity/Q758780,Gäertner,lb,False
http://www.wikidata.org/entity/Q758780,градинар,mk,False
http://www.wikidata.org/entity/Q758780,gartner,nb,False
http://www.wikidata.org/entity/Q758780,hovenier,nl,False
http://www.wikidata.org/entity/Q758780,gartnar,nn,False
http://www.wikidata.org/entity/Q758780,ogrodnik,pl,False
http://www.wikidata.org/entity/Q758780,jardineiro,pt-br,False
http://www.wikidata.org/entity/Q758780,садовод,ru,False
http://www.wikidata.org/entity/Q758780,Vrtlar,sh,False
http://www.wikidata.org/entity/Q758780,vrtnar,sl,False
http://www.wikidata.org/entity/Q758780,баштован,sr,False
http://www.wikidata.org/entity/Q758780,баштован,sr-ec,False
http://www.wikidata.org/entity/Q758780,baštovan,sr-el,False
http://www.wikidata.org/entity/Q758780,trädgårdsmästare,sv,False
http://www.wikidata.org/entity/Q758780,Bagban,tk,False
http://www.wikidata.org/entity/Q758780,bahçıvan,tr,False
http://www.wikidata.org/entity/Q758780,садівник,uk,False
http://www.wikidata.org/entity/Q758780,gadan,vo,False
http://www.wikidata.org/entity/Q758780,גערטנעריי,yi,False
http://www.wikidata.org/entity/Q758780,园艺工人,zh,False
http://www.wikidata.org/entity/Q758780,园丁,zh-hans,False
http://www.wikidata.org/entity/Q758780,花匠,zh-hant,False
http://www.wikidata.org/entity/Q639669,音乐家,wuu,False
http://www.wikidata.org/entity/Q639669,მუსიკოსი,xmf,False
http://www.wikidata.org/entity/Q639669,מוזיקער,yi,False
http://www.wikidata.org/entity/Q639669,olórin,yo,False
http://www.wikidata.org/entity/Q639669,音樂家,yue,False
http://www.wikidata.org/entity/Q639669,音樂家,zh,False
http://www.wikidata.org/entity/Q639669,音乐家,zh-cn,False
http://www.wikidata.org/entity/Q639669,音乐家,zh-hans,False
http://www.wikidata.org/entity/Q639669,音樂家,zh-hant,False
http://www.wikidata.org/entity/Q639669,音樂家,zh-hk,False
http://www.wikidata.org/entity/Q639669,音樂家,zh-mo,False
http://www.wikidata.org/entity/Q639669,音乐家,zh-my,False
http://www.wikidata.org/entity/Q639669,音乐家,zh-sg,False
http://www.wikidata.org/entity/Q2082879,معرف بوبميد,ar,False
http://www.wikidata.org/entity/Q2082879,PMID,be,False
http://www.wikidata.org/entity/Q2082879,identificador PubMed,ca,False
http://www.wikidata.org/entity/Q2082879,PubMed-identifikator,da,False
http://www.wikidata.org/entity/Q2082879,PMID,de,False
http://www.wikidata.org/entity/Q2082879,PubMed Identifier,el,False
http://www.wikidata.org/entity/Q2082879,PubMed ID,en,False
http://www.wikidata.org/entity/Q2082879,PMID,es,False
http://www.wikidata.org/entity/Q2082879,PMID,eu,False
http://www.wikidata.org/entity/Q2082879,PMID,fo,False
http://www.wikidata.org/entity/Q2082879,PMID,fr,False
http://www.wikidata.org/entity/Q2082879,PMID,hr,False
http://www.wikidata.org/entity/Q2082879,PubMed Identifier,hy,False
http://www.wikidata.org/entity/Q2082879,PMID,is,False
http://www.wikidata.org/entity/Q2082879,PMID,it,False
http://www.wikidata.org/entity/Q2082879,PMID,ka,False
http://www.wikidata.org/entity/Q2082879,PMID,kl,False
http://www.wikidata.org/entity/Q2082879,PubMed ID,ko,False
http://www.wikidata.org/entity/Q2082879,PMID,nb,False
http://www.wikidata.org/entity/Q2082879,Pubmed-identificatiecode,nl,False
http://www.wikidata.org/entity/Q2082879,PMID,nn,False
http://www.wikidata.org/entity/Q2082879,PMID,pl,False
http://www.wikidata.org/entity/Q2082879,PubMed Identifier,ro,False
http://www.wikidata.org/entity/Q2082879,PMID,ru,False
http://www.wikidata.org/entity/Q2082879,PMID,sh,False
http://www.wikidata.org/entity/Q639669,موسیقیچی,azb,False
http://www.wikidata.org/entity/Q758780,grădinar,ro,False
http://www.wikidata.org/entity/Q639669,Muzîkvan,ku,False
http://www.wikidata.org/entity/Q639669,musikiero,rmf,False
http://www.wikidata.org/entity/Q639669,musikus,id,False
http://www.wikidata.org/entity/Q639669,седиця,myv,False
http://www.wikidata.org/entity/Q758780,Vrtlar,hr,False
http://www.wikidata.org/entity/Q639669,musicante,co,False
http://www.wikidata.org/entity/Q758780,Djårdinî,wa,False
http://www.wikidata.org/entity/Q16654806,síndrome respiratòria de l'Orient Mitjà,ca,False
http://www.wikidata.org/entity/Q16654806,MERS,cs,False
http://www.wikidata.org/entity/Q16654806,Αναπνευστικό σύνδρομο της Μέσης Ανατολής,el,False
http://www.wikidata.org/entity/Q16654806,Middle East respiratory syndrome,en,False
http://www.wikidata.org/entity/Q16654806,Mezorienta spira sindromo,eo,False
http://www.wikidata.org/entity/Q16654806,Lähis-Ida äge respiratoorne sündroom,et,False
http://www.wikidata.org/entity/Q16654806,نشانگان تنفسی خاورمیانه,fa,False
http://www.wikidata.org/entity/Q16654806,MERS,fi,False
http://www.wikidata.org/entity/Q16654806,syndrome respiratoire du Moyen-Orient,fr,False
http://www.wikidata.org/entity/Q16654806,Sindrom pernapasan Timur Tengah,id,False
http://www.wikidata.org/entity/Q16654806,sindrome respiratoria del Medio Oriente,it,False
http://www.wikidata.org/entity/Q16654806,中東呼吸器症候群,ja,False
http://www.wikidata.org/entity/Q16654806,중동호흡기증후군,ko,False
http://www.wikidata.org/entity/Q16654806,Artimųjų Rytų kvėpavimo takų sindromas,lt,False
http://www.wikidata.org/entity/Q16654806,MERS,lv,False
http://www.wikidata.org/entity/Q16654806,Блискоисточен дишен синдром,mk,False
http://www.wikidata.org/entity/Q16654806,Sindrom Pernafasan Timur Tengah,ms,False
http://www.wikidata.org/entity/Q16654806,mers,nn,False
http://www.wikidata.org/entity/Q16654806,Bliskowschodni zespół oddechowy,pl,False
http://www.wikidata.org/entity/Q16654806,Síndrome respiratória do Médio Oriente,pt,False
