entityid,label,langcode,is_alt
http://www.wikidata.org/entity/Q639669,Musicus,la,False
http://www.wikidata.org/entity/Q639669,Museker,lb,False
http://www.wikidata.org/entity/Q639669,кьавал,lez,False
http://www.wikidata.org/entity/Q639669,musiciste,lfn,False
http://www.wikidata.org/entity/Q639669,ນັກດົນຕີ,lo,False
http://www.wikidata.org/entity/Q639669,Muzikantas,lt,False
http://www.wikidata.org/entity/Q639669,संगीतकार,mai,False
http://www.wikidata.org/entity/Q639669,mpitendry mozika,mg,False
http://www.wikidata.org/entity/Q639669,музичар,mk,False
http://www.wikidata.org/entity/Q639669,ഗായകൻ,ml,False
http://www.wikidata.org/entity/Q639669,Pemuzik,ms,False
http://www.wikidata.org/entity/Q639669,mużiċist,mt,False
http://www.wikidata.org/entity/Q639669,седий-налксий,myv,False
http://www.wikidata.org/entity/Q639669,Cuīcatiani,nah,False
http://www.wikidata.org/entity/Q639669,Im-ga̍k-ka,nan,False
http://www.wikidata.org/entity/Q639669,Musiker,nds,False
http://www.wikidata.org/entity/Q639669,Muzikaant,nds-nl,False
http://www.wikidata.org/entity/Q639669,संगीतकार,ne,False
http://www.wikidata.org/entity/Q639669,Souneus,nrm,False
http://www.wikidata.org/entity/Q639669,musician,oc,False
http://www.wikidata.org/entity/Q639669,ਸੰਗੀਤਕਾਰ,pa,False
http://www.wikidata.org/entity/Q639669,ميوزيشن,ps,False
http://www.wikidata.org/entity/Q639669,Музикант,rue,False
http://www.wikidata.org/entity/Q639669,мусукаан,sah,False
http://www.wikidata.org/entity/Q639669,muisicker,sco,False
http://www.wikidata.org/entity/Q639669,musihkkár,se,False
http://www.wikidata.org/entity/Q639669,Muzičar,sh,False
http://www.wikidata.org/entity/Q639669,glasbenik,sl,False
http://www.wikidata.org/entity/Q639669,musikkár,smn,False
http://www.wikidata.org/entity/Q639669,musikkneǩ,sms,False
http://www.wikidata.org/entity/Q639669,музичар,sr-ec,False
http://www.wikidata.org/entity/Q639669,muzičar,sr-el,False
http://www.wikidata.org/entity/Q639669,Musisi,su,False
http://www.wikidata.org/entity/Q639669,Mwanamuziki,sw,False
http://www.wikidata.org/entity/Q639669,இசைக் கலைஞர்,ta,False
http://www.wikidata.org/entity/Q639669,мусиқидон,tg,False
http://www.wikidata.org/entity/Q639669,นักดนตรี,th,False
http://www.wikidata.org/entity/Q639669,musiko,tl,False
http://www.wikidata.org/entity/Q639669,Muyimbeleri wa vunanga,ts,False
http://www.wikidata.org/entity/Q639669,музыкачы,tt,False
http://www.wikidata.org/entity/Q639669,музыкачы,tt-cyrl,False
http://www.wikidata.org/entity/Q639669,موسیقار,ur,False
http://www.wikidata.org/entity/Q639669,Musiqachi,uz,False
http://www.wikidata.org/entity/Q639669,muzikant,vep,False
http://www.wikidata.org/entity/Q639669,musigan,vo,False
http://www.wikidata.org/entity/Q639669,მუსიკოსი,xmf,False
http://www.wikidata.org/entity/Q639669,מוזיקער,yi,False
http://www.wikidata.org/entity/Q639669,olórin,yo,False
http://www.wikidata.org/entity/Q639669,音樂家,yue,False
http://www.wikidata.org/entity/Q639669,音樂家,zh,False
http://www.wikidata.org/entity/Q639669,音乐家,zh-cn,False
http://www.wikidata.org/entity/Q639669,音乐家,zh-hans,False
http://www.wikidata.org/entity/Q639669,音樂家,zh-hant,False
http://www.wikidata.org/entity/Q639669,音樂家,zh-hk,False
http://www.wikidata.org/entity/Q639669,音樂家,zh-mo,False
http://www.wikidata.org/entity/Q639669,音乐家,zh-my,False
http://www.wikidata.org/entity/Q639669,音乐家,zh-sg,False
http://www.wikidata.org/entity/Q639669,Metoweriniw,atj,False
http://www.wikidata.org/entity/Q639669,ceoltóir,ga,False
http://www.wikidata.org/entity/Q639669,muzîkvan,ku-latn,False
http://www.wikidata.org/entity/Q639669,mawaƙi,ha,False
http://www.wikidata.org/entity/Q639669,músico,es,False
http://www.wikidata.org/entity/Q639669,музыкант,ru,False
http://www.wikidata.org/entity/Q639669,מוזיקאי,he,False
http://www.wikidata.org/entity/Q639669,muzikant,nl,False
http://www.wikidata.org/entity/Q639669,musician,en,False
http://www.wikidata.org/entity/Q226494,CDC,de,False
http://www.wikidata.org/entity/Q639669,Musiker,de,False
http://www.wikidata.org/entity/Q639669,音樂家,zh-tw,False
http://www.wikidata.org/entity/Q639669,hudobník,sk,False
http://www.wikidata.org/entity/Q639669,müzisyen,tr,False
http://www.wikidata.org/entity/Q639669,zenész,hu,False
http://www.wikidata.org/entity/Q639669,hudebník,cs,False
http://www.wikidata.org/entity/Q639669,musiker,da,False
http://www.wikidata.org/entity/Q639669,muusikko,fi,False
http://www.wikidata.org/entity/Q639669,musicien,fr,False
http://www.wikidata.org/entity/Q639669,muzyk,pl,False
http://www.wikidata.org/entity/Q639669,музичар,sr,False
http://www.wikidata.org/entity/Q639669,cerddor,cy,False
http://www.wikidata.org/entity/Q639669,músicu,ast,False
http://www.wikidata.org/entity/Q639669,музыкант,ba,False
http://www.wikidata.org/entity/Q639669,музыкант,be,False
http://www.wikidata.org/entity/Q639669,muzikisto,eo,False
http://www.wikidata.org/entity/Q639669,músico,gl,False
http://www.wikidata.org/entity/Q639669,musicista,it,False
http://www.wikidata.org/entity/Q639669,音楽家,ja,False
http://www.wikidata.org/entity/Q639669,musiker,nb,False
http://www.wikidata.org/entity/Q639669,músico,pt,False
http://www.wikidata.org/entity/Q639669,músico,pt-br,False
http://www.wikidata.org/entity/Q639669,muzikant,sq,False
http://www.wikidata.org/entity/Q639669,nhạc sĩ,vi,False
http://www.wikidata.org/entity/Q639669,musiker,sv,False
http://www.wikidata.org/entity/Q639669,músic,ca,False
http://www.wikidata.org/entity/Q639669,musikar,nn,False
http://www.wikidata.org/entity/Q639669,muusik,et,False
http://www.wikidata.org/entity/Q639669,mūziķis,lv,False
http://www.wikidata.org/entity/Q226494,CDC,fr,False
http://www.wikidata.org/entity/Q226494,CDC,nl,False
http://www.wikidata.org/entity/Q226494,CDC,en,False
http://www.wikidata.org/entity/Q226494,CDC,da,False
http://www.wikidata.org/entity/Q583725,مراكز مكافحة الأمراض واتقائها,ar,False
http://www.wikidata.org/entity/Q583725,Център за контрол и превенция на заболяванията,bg,False
http://www.wikidata.org/entity/Q583725,Centres per al Control i Prevenció de Malalties,ca,False
http://www.wikidata.org/entity/Q583725,Centers for Disease Control and Prevention,cs,False
http://www.wikidata.org/entity/Q583725,Centers for Disease Control and Prevention,da,False
http://www.wikidata.org/entity/Q583725,Centers for Disease Control and Prevention,de,False
http://www.wikidata.org/entity/Q583725,Κέντρα Ελέγχου και Πρόληψης Ασθενειών,el,False
http://www.wikidata.org/entity/Q583725,Centers for Disease Control and Prevention,en,False
http://www.wikidata.org/entity/Q583725,Centros para el Control y Prevención de Enfermedades,es,False
http://www.wikidata.org/entity/Q583725,Haiguste Kontrolli ja Tõrje Keskus,et,False
http://www.wikidata.org/entity/Q583725,مرکز کنترل و پیشگیری بیماری,fa,False
http://www.wikidata.org/entity/Q583725,Centres pour le contrôle et la prévention des maladies,fr,False
http://www.wikidata.org/entity/Q583725,המרכזים לבקרת מחלות ומניעתן,he,False
http://www.wikidata.org/entity/Q583725,Pusat Pengendalian dan Pencegahan Penyakit,id,False
http://www.wikidata.org/entity/Q583725,centri per la prevenzione e il controllo delle malattie,it,False
http://www.wikidata.org/entity/Q583725,アメリカ疾病予防管理センター,ja,False
http://www.wikidata.org/entity/Q583725,미국 질병통제예방센터,ko,False
http://www.wikidata.org/entity/Q583725,Pusat Kawalan dan Pencegahan Penyakit,ms,False
http://www.wikidata.org/entity/Q583725,Centers for Disease Control and Prevention,nb,False
http://www.wikidata.org/entity/Q583725,Centers for Disease Control and Prevention,nl,False
http://www.wikidata.org/entity/Q583725,Centers for Disease Control and Prevention,nn,False
http://www.wikidata.org/entity/Q583725,Centers for Disease Control and Prevention,pl,False
http://www.wikidata.org/entity/Q583725,Centro de Controle e Prevenção de Doenças,pt,False
http://www.wikidata.org/entity/Q583725,Centrul pentru Prevenirea și Controlul Bolilor,ro,False
http://www.wikidata.org/entity/Q583725,Центры по контролю и профилактике заболеваний США,ru,False
http://www.wikidata.org/entity/Q583725,Centers for Disease Control and Prevention,sv,False
http://www.wikidata.org/entity/Q583725,"நோய்த்தடுப்பு, கட்டுப்பாட்டிற்கான நடுவம்",ta,False
http://www.wikidata.org/entity/Q583725,ABD Hastalık Kontrol ve Korunma Merkezleri,tr,False
http://www.wikidata.org/entity/Q583725,Центри з контролю та профілактики захворювань в США,uk,False
http://www.wikidata.org/entity/Q583725,美国疾病控制与预防中心,zh,False
http://www.wikidata.org/entity/Q226494,CDC,it,False
http://www.wikidata.org/entity/Q226494,CDC,ca,False
http://www.wikidata.org/entity/Q226494,CDC,es,False
http://www.wikidata.org/entity/Q226494,CDC,gl,False
http://www.wikidata.org/entity/Q226494,CDC,ro,False
http://www.wikidata.org/entity/Q226494,CDC,cs,False
http://www.wikidata.org/entity/Q226494,CDC,et,False
http://www.wikidata.org/entity/Q226494,سی دی سی,fa,False
http://www.wikidata.org/entity/Q226494,CDC,fi,False
http://www.wikidata.org/entity/Q226494,CDC,he,False
http://www.wikidata.org/entity/Q226494,CDC,ja,False
http://www.wikidata.org/entity/Q226494,CDC,ko,False
http://www.wikidata.org/entity/Q226494,CDC,nb,False
http://www.wikidata.org/entity/Q226494,CDC,pl,False
http://www.wikidata.org/entity/Q226494,CDC,pt,False
http://www.wikidata.org/entity/Q226494,CDC,ru,False
http://www.wikidata.org/entity/Q226494,CDC,sk,False
http://www.wikidata.org/entity/Q226494,CDC,sv,False
http://www.wikidata.org/entity/Q226494,CDC,th,False
http://www.wikidata.org/entity/Q226494,CDC,zh,False
http://www.wikidata.org/entity/Q226494,CDC,zh-cn,False
http://www.wikidata.org/entity/Q226494,CDC,zh-hans,False
http://www.wikidata.org/entity/Q226494,CDC,zh-hant,False
http://www.wikidata.org/entity/Q226494,CDC,zh-hk,False
http://www.wikidata.org/entity/Q226494,CDC,zh-sg,False
http://www.wikidata.org/entity/Q226494,CDC,zh-tw,False
http://www.wikidata.org/entity/Q583725,Centroj por kontrolo kaj preventado de malsanoj,eo,False
http://www.wikidata.org/entity/Q583725,Yhdysvaltain tautikeskus,fi,False
http://www.wikidata.org/entity/Q583725,Chhi̍t-phiang Khúng-chṳ lâu Yi-fòng Chûng-sîm,hak,False
http://www.wikidata.org/entity/Q583725,美国疾病控制与预防中心,zh-hans,False
http://www.wikidata.org/entity/Q583725,Trung tâm Kiểm soát và Phòng ngừa Dịch bệnh,vi,False
http://www.wikidata.org/entity/Q2121324,Corona,es,False
http://www.wikidata.org/entity/Q2121324,Corona,nl,False
http://www.wikidata.org/entity/Q2121324,کرونا,fa,False
http://www.wikidata.org/entity/Q2121324,Corona,de,False
http://www.wikidata.org/entity/Q2121324,Corona,en,False
http://www.wikidata.org/entity/Q2121324,Corona,fr,False
http://www.wikidata.org/entity/Q2121324,Corona,it,False
http://www.wikidata.org/entity/Q2121324,Corona,pt,False
http://www.wikidata.org/entity/Q2121324,Corona,ru,False
http://www.wikidata.org/entity/Q2121324,Corona,da,False
http://www.wikidata.org/entity/Q2121324,Corona,hu,False
http://www.wikidata.org/entity/Q2121324,Corona,nb,False
http://www.wikidata.org/entity/Q2121324,Corona,pl,False
http://www.wikidata.org/entity/Q2121324,Corona,sv,False
http://www.wikidata.org/entity/Q2121324,Corona,ca,False
http://www.wikidata.org/entity/Q2121324,Corona,ceb,False
http://www.wikidata.org/entity/Q2121324,Corona,cs,False
http://www.wikidata.org/entity/Q2121324,Corona,tr,False
http://www.wikidata.org/entity/Q2121324,Corona,an,False
http://www.wikidata.org/entity/Q2121324,Corona,lv,False
http://www.wikidata.org/entity/Q2121324,Corona,sco,False
http://www.wikidata.org/entity/Q2121324,Corona,en-ca,False
http://www.wikidata.org/entity/Q2121324,Corona,en-gb,False
http://www.wikidata.org/entity/Q2121324,Corona,pt-br,False
http://www.wikidata.org/entity/Q2121324,Koroa,eu,False
http://www.wikidata.org/entity/Q2121324,코로나,ko,False
http://www.wikidata.org/entity/Q2121324,Koroa,sr-el,False
http://www.wikidata.org/entity/Q2121324,Corona,be,False
http://www.wikidata.org/entity/Q2121324,Corona,be-tarask,False
http://www.wikidata.org/entity/Q2121324,Corona,sh,False
http://www.wikidata.org/entity/Q2121324,Corona,vo,False
http://www.wikidata.org/entity/Q824292,نقص صوديوم الدم,ar,False
http://www.wikidata.org/entity/Q824292,Hiponatrèmia,ca,False
http://www.wikidata.org/entity/Q824292,Hyponatriämie,de,False
http://www.wikidata.org/entity/Q824292,υπονατριαιμία,el,False
http://www.wikidata.org/entity/Q824292,Veemürgitus,et,False
http://www.wikidata.org/entity/Q824292,hiponatremia,eu,False
http://www.wikidata.org/entity/Q824292,هیپوناترمی,fa,False
http://www.wikidata.org/entity/Q824292,היפונטרמיה,he,False
http://www.wikidata.org/entity/Q824292,Հիպոնատրեմիա,hy,False
http://www.wikidata.org/entity/Q824292,iponatriemia,it,False
http://www.wikidata.org/entity/Q824292,低ナトリウム血症,ja,False
http://www.wikidata.org/entity/Q824292,저나트륨혈증,ko,False
http://www.wikidata.org/entity/Q824292,Hyponatraemia,la,False
http://www.wikidata.org/entity/Q824292,hyponatremi,nn,False
http://www.wikidata.org/entity/Q824292,ଅଳ୍ପ ସୋଡ଼ିଅମ ରକ୍ତତା,or,False
http://www.wikidata.org/entity/Q824292,Гипонатриемия,ru,False
http://www.wikidata.org/entity/Q824292,hiponatremija,sl,False
http://www.wikidata.org/entity/Q824292,Хипонатремија,sr-ec,False
http://www.wikidata.org/entity/Q824292,Hiponatremija,sr-el,False
http://www.wikidata.org/entity/Q824292,hyponatremi,sv,False
http://www.wikidata.org/entity/Q824292,ภาวะมีโซเดียมในเลือดน้อยเกิน,th,False
http://www.wikidata.org/entity/Q824292,Hạ natri huyết,vi,False
http://www.wikidata.org/entity/Q824292,低血鈉症,zh,False
http://www.wikidata.org/entity/Q824292,低钠血症,zh-cn,False
http://www.wikidata.org/entity/Q824292,低血钠,zh-hans,False
http://www.wikidata.org/entity/Q824292,低鈉血癥,zh-hant,False
http://www.wikidata.org/entity/Q2121324,Koroa,af,False
http://www.wikidata.org/entity/Q2121324,Koroa,ast,False
http://www.wikidata.org/entity/Q2121324,Koroa,bar,False
http://www.wikidata.org/entity/Q2121324,Koroa,br,False
http://www.wikidata.org/entity/Q2121324,Koroa,co,False
http://www.wikidata.org/entity/Q2121324,Koroa,cy,False
http://www.wikidata.org/entity/Q2121324,Koroa,de-at,False
http://www.wikidata.org/entity/Q2121324,Koroa,de-ch,False
http://www.wikidata.org/entity/Q2121324,Koroa,eo,False
http://www.wikidata.org/entity/Q2121324,Koroa,et,False
http://www.wikidata.org/entity/Q2121324,Koroa,fi,False
http://www.wikidata.org/entity/Q2121324,Koroa,frp,False
http://www.wikidata.org/entity/Q2121324,Koroa,fur,False
http://www.wikidata.org/entity/Q2121324,Koroa,ga,False
http://www.wikidata.org/entity/Q2121324,Koroa,gd,False
http://www.wikidata.org/entity/Q2121324,Koroa,gl,False
http://www.wikidata.org/entity/Q2121324,Koroa,gsw,False
http://www.wikidata.org/entity/Q2121324,Koroa,ia,False
http://www.wikidata.org/entity/Q2121324,Koroa,id,False
http://www.wikidata.org/entity/Q2121324,Koroa,ie,False
http://www.wikidata.org/entity/Q2121324,Koroa,io,False
http://www.wikidata.org/entity/Q2121324,Koroa,is,False
http://www.wikidata.org/entity/Q2121324,Koroa,kg,False
http://www.wikidata.org/entity/Q2121324,Koroa,lb,False
http://www.wikidata.org/entity/Q824292,hyponatremia,en,False
http://www.wikidata.org/entity/Q824292,hiponatrijemija,bs,False
http://www.wikidata.org/entity/Q824292,hyponatremie,cs,False
http://www.wikidata.org/entity/Q824292,hyponatriæmi,da,False
http://www.wikidata.org/entity/Q824292,hiponatremia,es,False
http://www.wikidata.org/entity/Q824292,hyponatremia,fi,False
http://www.wikidata.org/entity/Q824292,hyponatrémie,fr,False
http://www.wikidata.org/entity/Q824292,hiponatremia,gl,False
http://www.wikidata.org/entity/Q824292,hiponatrijemija,hr,False
http://www.wikidata.org/entity/Q824292,hiponatremia,id,False
http://www.wikidata.org/entity/Q824292,saltmangel,nb,False
http://www.wikidata.org/entity/Q824292,hyponatriëmie,nl,False
http://www.wikidata.org/entity/Q824292,hiponatremia,pl,False
http://www.wikidata.org/entity/Q824292,hiponatremia,pt,False
http://www.wikidata.org/entity/Q824292,hiponatremija,sh,False
http://www.wikidata.org/entity/Q824292,hiponatremija,sr,False
http://www.wikidata.org/entity/Q824292,hiponatremi,tr,False
http://www.wikidata.org/entity/Q639669,ߘߐ߲߬ߞߟߌ߬ߟߊ߬ߟߊ,nqo,False
http://www.wikidata.org/entity/Q639669,音乐家,wuu,False
http://www.wikidata.org/entity/Q5382694,Epidemic,pl,False
http://www.wikidata.org/entity/Q11801904,بمسيد,ar,False
http://www.wikidata.org/entity/Q11801904,PMCID,da,False
http://www.wikidata.org/entity/Q11801904,PMCID,de,False
http://www.wikidata.org/entity/Q11801904,PMCID,en,False
http://www.wikidata.org/entity/Q11801904,PMCID,fo,False
http://www.wikidata.org/entity/Q11801904,PMCID,is,False
http://www.wikidata.org/entity/Q11801904,PubMed Central ID,it,False
http://www.wikidata.org/entity/Q11801904,PMCID,kl,False
http://www.wikidata.org/entity/Q11801904,PMCID,mk,False
http://www.wikidata.org/entity/Q11801904,PMCID,nb,False
http://www.wikidata.org/entity/Q11801904,PMCID,nl,False
http://www.wikidata.org/entity/Q11801904,PMCID,nn,False
http://www.wikidata.org/entity/Q11801904,PMCID,pl,False
http://www.wikidata.org/entity/Q11801904,PMCID,pt-br,False
http://www.wikidata.org/entity/Q11801904,PMCID,sv,False
http://www.wikidata.org/entity/Q11801904,پی ایم سی آئی ڈی,ur,False
http://www.wikidata.org/entity/Q20982366,Symptoms,en,False
http://www.wikidata.org/entity/Q20982366,Symptoms,fr,False
http://www.wikidata.org/entity/Q20982366,Symptoms,it,False
http://www.wikidata.org/entity/Q20982366,Symptoms,nl,False
http://www.wikidata.org/entity/Q20982366,Symptoms,fi,False
http://www.wikidata.org/entity/Q11801904,PMCID,es,False
http://www.wikidata.org/entity/Q11801904,PMCID,fr,False
http://www.wikidata.org/entity/Q11801904,PMCID,oc,False
http://www.wikidata.org/entity/Q11801904,PubMed Central ID,ru,False
http://www.wikidata.org/entity/Q11801904,PMCID,zh,False
http://www.wikidata.org/entity/Q16991954,Human coronavirus OC43,ast,False
http://www.wikidata.org/entity/Q16991954,Human coronavirus OC43,bg,False
http://www.wikidata.org/entity/Q16991954,Human coronavirus OC43,de,False
http://www.wikidata.org/entity/Q16991954,Human coronavirus OC43,en,False
http://www.wikidata.org/entity/Q16991954,Human coronavirus OC43,es,False
http://www.wikidata.org/entity/Q16991954,Human coronavirus OC43,fr,False
http://www.wikidata.org/entity/Q16991954,Human coronavirus OC43,it,False
http://www.wikidata.org/entity/Q16991954,Human coronavirus OC43,la,False
http://www.wikidata.org/entity/Q16991954,Human coronavirus OC43,nl,False
http://www.wikidata.org/entity/Q16991954,Human coronavirus OC43,ru,False
http://www.wikidata.org/entity/Q16991954,Human coronavirus OC43,uk,False
http://www.wikidata.org/entity/Q20982366,Symptoms,af,False
http://www.wikidata.org/entity/Q20982366,Symptoms,an,False
http://www.wikidata.org/entity/Q20982366,Symptoms,ast,False
http://www.wikidata.org/entity/Q20982366,Symptoms,bar,False
http://www.wikidata.org/entity/Q20982366,Symptoms,br,False
http://www.wikidata.org/entity/Q20982366,Symptoms,ca,False
http://www.wikidata.org/entity/Q20982366,Symptoms,co,False
http://www.wikidata.org/entity/Q20982366,Symptoms,cs,False
http://www.wikidata.org/entity/Q20982366,Symptoms,cy,False
http://www.wikidata.org/entity/Q20982366,Symptoms,da,False
http://www.wikidata.org/entity/Q20982366,Symptoms,de,False
http://www.wikidata.org/entity/Q20982366,Symptoms,de-at,False
http://www.wikidata.org/entity/Q20982366,Symptoms,de-ch,False
http://www.wikidata.org/entity/Q20982366,Symptoms,en-ca,False
http://www.wikidata.org/entity/Q20982366,Symptoms,en-gb,False
http://www.wikidata.org/entity/Q20982366,Symptoms,eo,False
http://www.wikidata.org/entity/Q20982366,Symptoms,es,False
http://www.wikidata.org/entity/Q20982366,Symptoms,et,False
http://www.wikidata.org/entity/Q20982366,Symptoms,eu,False
http://www.wikidata.org/entity/Q20982366,Symptoms,frp,False
http://www.wikidata.org/entity/Q20982366,Symptoms,fur,False
http://www.wikidata.org/entity/Q20982366,Symptoms,ga,False
http://www.wikidata.org/entity/Q20982366,Symptoms,gd,False
http://www.wikidata.org/entity/Q20982366,Symptoms,gl,False
http://www.wikidata.org/entity/Q20982366,Symptoms,gsw,False
http://www.wikidata.org/entity/Q20982366,Symptoms,hr,False
http://www.wikidata.org/entity/Q20982366,Symptoms,ia,False
http://www.wikidata.org/entity/Q20982366,Symptoms,id,False
http://www.wikidata.org/entity/Q20982366,Symptoms,ie,False
http://www.wikidata.org/entity/Q20982366,Symptoms,io,False
http://www.wikidata.org/entity/Q20982366,Symptoms,is,False
http://www.wikidata.org/entity/Q20982366,Symptoms,kg,False
http://www.wikidata.org/entity/Q20982366,Symptoms,lb,False
http://www.wikidata.org/entity/Q20982366,Symptoms,li,False
http://www.wikidata.org/entity/Q20982366,Symptoms,lij,False
http://www.wikidata.org/entity/Q20982366,Symptoms,mg,False
http://www.wikidata.org/entity/Q20982366,Symptoms,min,False
http://www.wikidata.org/entity/Q20982366,Symptoms,ms,False
http://www.wikidata.org/entity/Q20982366,Symptoms,nap,False
http://www.wikidata.org/entity/Q20982366,Symptoms,nb,False
http://www.wikidata.org/entity/Q20982366,Symptoms,nds,False
http://www.wikidata.org/entity/Q20982366,Symptoms,nds-nl,False
http://www.wikidata.org/entity/Q20982366,Symptoms,nn,False
http://www.wikidata.org/entity/Q20982366,Symptoms,nrm,False
http://www.wikidata.org/entity/Q20982366,Symptoms,oc,False
http://www.wikidata.org/entity/Q20982366,Symptoms,pcd,False
http://www.wikidata.org/entity/Q20982366,Symptoms,pl,False
http://www.wikidata.org/entity/Q20982366,Symptoms,pms,False
http://www.wikidata.org/entity/Q20982366,Symptoms,pt,False
http://www.wikidata.org/entity/Q20982366,Symptoms,pt-br,False
http://www.wikidata.org/entity/Q16991954,Human coronavirus OC43,ga,False
http://www.wikidata.org/entity/Q16991954,ベータコロナウイルス１,ja,False
http://www.wikidata.org/entity/Q16991954,人类冠状病毒OC43,zh-hans,False
http://www.wikidata.org/entity/Q16991954,人類冠狀病毒OC43,zh-hant,False
http://www.wikidata.org/entity/Q16991954,人類冠狀病毒OC43,zh,False
http://www.wikidata.org/entity/Q16991954,Koronavirus manusia OC43,ms,False
http://www.wikidata.org/entity/Q16991954,HCoV-OC43,lv,False
http://www.wikidata.org/entity/Q16991954,HCoV-OC43,lmo,False
http://www.wikidata.org/entity/Q16991954,کروناویروس انسانی اوسی۴۳,fa,False
http://www.wikidata.org/entity/Q16991954,Coronavirus humà OC43,ca,False
http://www.wikidata.org/entity/Q16991954,Ανθρώπινος κορονοϊος OC43,el,False
http://www.wikidata.org/entity/Q16991954,Coronavírus humano OC43,pt,False
http://www.wikidata.org/entity/Q4408762,Сарс,ru,False
http://www.wikidata.org/entity/Q4408762,Сарыс,tt,False
http://www.wikidata.org/entity/Q5382694,Epidemic,de,False
http://www.wikidata.org/entity/Q5382694,Epidemic,en,False
http://www.wikidata.org/entity/Q5382694,Epidemic,es,False
http://www.wikidata.org/entity/Q5382694,Epidemic,fr,False
http://www.wikidata.org/entity/Q5382694,Epidemic,nl,False
http://www.wikidata.org/entity/Q4408762,Sars,ceb,False
http://www.wikidata.org/entity/Q3378593,drogadicción,es,False
http://www.wikidata.org/entity/Q3378593,toxicodependência,pt,False
http://www.wikidata.org/entity/Q3378593,物質依賴,zh,False
http://www.wikidata.org/entity/Q3378593,Madde bağımlılığı,tr,False
http://www.wikidata.org/entity/Q5382694,Epidemic,ast,False
http://www.wikidata.org/entity/Q3378593,drogadicción,an,False
http://www.wikidata.org/entity/Q3378593,إدمان المخدرات,ar,False
http://www.wikidata.org/entity/Q3378593,narkomaniya,az,False
http://www.wikidata.org/entity/Q3378593,наркаманія,be,False
http://www.wikidata.org/entity/Q3378593,Нарказалежнасьць,be-tarask,False
http://www.wikidata.org/entity/Q3378593,Наркомания,bg,False
http://www.wikidata.org/entity/Q3378593,মাদকাসক্তি,bn,False
http://www.wikidata.org/entity/Q3378593,drogoaddicció,ca,False
http://www.wikidata.org/entity/Q3378593,drogová závislost,cs,False
http://www.wikidata.org/entity/Q3378593,narkomani,da,False
http://www.wikidata.org/entity/Q3378593,Abhängigkeitssyndrom durch psychotrope Substanzen,de,False
http://www.wikidata.org/entity/Q3378593,Abhängigkeitssyndrom durch psychotrope Substanzen,de-ch,False
http://www.wikidata.org/entity/Q3378593,Τοξικομανία,el,False
http://www.wikidata.org/entity/Q3378593,substance dependence,en,False
http://www.wikidata.org/entity/Q3378593,droga dependeco,eo,False
http://www.wikidata.org/entity/Q3378593,sõltuvus,et,False
http://www.wikidata.org/entity/Q3378593,drogomenpekotasun,eu,False
http://www.wikidata.org/entity/Q3378593,pharmacodépendance,fr,False
http://www.wikidata.org/entity/Q3378593,andúil i ndrugaí,ga,False
http://www.wikidata.org/entity/Q3378593,drogadicción,gl,False
