entityid,label,langcode,is_alt
http://www.wikidata.org/entity/Q38,Italia,rup,False
http://www.wikidata.org/entity/Q38,Ubutaliyani,rw,False
http://www.wikidata.org/entity/Q38,इटली,sa,False
http://www.wikidata.org/entity/Q38,Италия,sah,False
http://www.wikidata.org/entity/Q38,ᱤᱴᱟᱞᱤ,sat,False
http://www.wikidata.org/entity/Q38,Itàlia,sc,False
http://www.wikidata.org/entity/Q38,Italia,scn,False
http://www.wikidata.org/entity/Q38,Italy,sco,False
http://www.wikidata.org/entity/Q38,اٽلي,sd,False
http://www.wikidata.org/entity/Q38,Itália,se,False
http://www.wikidata.org/entity/Q38,Italùii,sg,False
http://www.wikidata.org/entity/Q38,Italėjė,sgs,False
http://www.wikidata.org/entity/Q38,Italija,sh,False
http://www.wikidata.org/entity/Q38,Taliansko,sk,False
http://www.wikidata.org/entity/Q38,Italija,sl,False
http://www.wikidata.org/entity/Q38,Italia,sm,False
http://www.wikidata.org/entity/Q38,Itaalia,sma,False
http://www.wikidata.org/entity/Q38,Italy,sn,False
http://www.wikidata.org/entity/Q38,Talyaaniga,so,False
http://www.wikidata.org/entity/Q38,Italia,sq,False
http://www.wikidata.org/entity/Q38,Италија,sr-ec,False
http://www.wikidata.org/entity/Q38,Italija,sr-el,False
http://www.wikidata.org/entity/Q38,Italiyanikondre,srn,False
http://www.wikidata.org/entity/Q38,INtaliyane,ss,False
http://www.wikidata.org/entity/Q38,Ithali,st,False
http://www.wikidata.org/entity/Q38,Italien,stq,False
http://www.wikidata.org/entity/Q38,Italia,su,False
http://www.wikidata.org/entity/Q38,Italien,sv,False
http://www.wikidata.org/entity/Q38,Italia,sw,False
http://www.wikidata.org/entity/Q38,Italijo,szl,False
http://www.wikidata.org/entity/Q38,இத்தாலி,ta,False
http://www.wikidata.org/entity/Q38,ఇటలీ,te,False
http://www.wikidata.org/entity/Q38,Itália,tet,False
http://www.wikidata.org/entity/Q38,Итолиё,tg,False
http://www.wikidata.org/entity/Q38,Италия,tg-cyrl,False
http://www.wikidata.org/entity/Q38,ประเทศอิตาลี,th,False
http://www.wikidata.org/entity/Q38,Italiýa,tk,False
http://www.wikidata.org/entity/Q38,Italya,tl,False
http://www.wikidata.org/entity/Q38,Italia,tn,False
http://www.wikidata.org/entity/Q38,ʻĪtali,to,False
http://www.wikidata.org/entity/Q38,Itali,tpi,False
http://www.wikidata.org/entity/Q38,İtalya,tr,False
http://www.wikidata.org/entity/Q38,Ithali,ts,False
http://www.wikidata.org/entity/Q38,Италия,tt,False
http://www.wikidata.org/entity/Q38,Италия,tt-cyrl,False
http://www.wikidata.org/entity/Q38,Italy,tum,False
http://www.wikidata.org/entity/Q38,Italy,tw,False
http://www.wikidata.org/entity/Q38,’Itāria,ty,False
http://www.wikidata.org/entity/Q38,Италия,tyv,False
http://www.wikidata.org/entity/Q38,Италия,udm,False
http://www.wikidata.org/entity/Q38,ئىتالىيە,ug,False
http://www.wikidata.org/entity/Q38,Італія,uk,False
http://www.wikidata.org/entity/Q38,اطالیہ,ur,False
http://www.wikidata.org/entity/Q38,Italiya,uz,False
http://www.wikidata.org/entity/Q38,Italy,ve,False
http://www.wikidata.org/entity/Q38,Itałia,vec,False
http://www.wikidata.org/entity/Q38,Italii,vep,False
http://www.wikidata.org/entity/Q38,Ý,vi,False
http://www.wikidata.org/entity/Q38,Itoalië,vls,False
http://www.wikidata.org/entity/Q38,Litaliyän,vo,False
http://www.wikidata.org/entity/Q38,Itaalia,vro,False
http://www.wikidata.org/entity/Q38,Itåleye,wa,False
http://www.wikidata.org/entity/Q38,Italya,war,False
http://www.wikidata.org/entity/Q38,Itaali,wo,False
http://www.wikidata.org/entity/Q38,意大利,wuu,False
http://www.wikidata.org/entity/Q38,Италмудин Орн,xal,False
http://www.wikidata.org/entity/Q38,IItaly,xh,False
http://www.wikidata.org/entity/Q38,იტალია,xmf,False
http://www.wikidata.org/entity/Q38,איטאליע,yi,False
http://www.wikidata.org/entity/Q38,Itálíà,yo,False
http://www.wikidata.org/entity/Q38,意大利,yue,False
http://www.wikidata.org/entity/Q38,Eiqdaihleih,za,False
http://www.wikidata.org/entity/Q38,Itâlië,zea,False
http://www.wikidata.org/entity/Q38,意大利,zh,False
http://www.wikidata.org/entity/Q38,意大利,zh-cn,False
http://www.wikidata.org/entity/Q38,意大利,zh-hans,False
http://www.wikidata.org/entity/Q38,意大利,zh-hk,False
http://www.wikidata.org/entity/Q38,意大利,zh-mo,False
http://www.wikidata.org/entity/Q38,Italie,gsw,False
http://www.wikidata.org/entity/Q38,ઈટલી,gu,False
http://www.wikidata.org/entity/Q38,Yn Iddaal,gv,False
http://www.wikidata.org/entity/Q38,Italiya,ha,False
http://www.wikidata.org/entity/Q38,Yi-thai-li,hak,False
http://www.wikidata.org/entity/Q38,ʻĪkālia,haw,False
http://www.wikidata.org/entity/Q38,इटली,hi,False
http://www.wikidata.org/entity/Q38,Italy,hif,False
http://www.wikidata.org/entity/Q38,Italija,hr,False
http://www.wikidata.org/entity/Q38,Italska,hsb,False
http://www.wikidata.org/entity/Q38,Itali,ht,False
http://www.wikidata.org/entity/Q38,Olaszország,hu,False
http://www.wikidata.org/entity/Q38,Իտալիա,hy,False
http://www.wikidata.org/entity/Q38,Իտալիա,hyw,False
http://www.wikidata.org/entity/Q38,Italia,ia,False
http://www.wikidata.org/entity/Q38,Italia,id,False
http://www.wikidata.org/entity/Q38,Italia,ie,False
http://www.wikidata.org/entity/Q38,Italy,ig,False
http://www.wikidata.org/entity/Q38,Italia,ilo,False
http://www.wikidata.org/entity/Q38,Итали,inh,False
http://www.wikidata.org/entity/Q38,Italia,io,False
http://www.wikidata.org/entity/Q38,Ítalía,is,False
http://www.wikidata.org/entity/Q38,Italy,iu,False
http://www.wikidata.org/entity/Q38,イタリア,ja,False
http://www.wikidata.org/entity/Q38,Itali,jam,False
http://www.wikidata.org/entity/Q38,italias,jbo,False
http://www.wikidata.org/entity/Q38,Italia,jv,False
http://www.wikidata.org/entity/Q38,იტალია,ka,False
http://www.wikidata.org/entity/Q38,İtaliya,kaa,False
http://www.wikidata.org/entity/Q38,Ṭelyan,kab,False
http://www.wikidata.org/entity/Q38,Урым,kbd,False
http://www.wikidata.org/entity/Q38,Itaalii,kbp,False
http://www.wikidata.org/entity/Q38,Italia,kg,False
http://www.wikidata.org/entity/Q38,Italia,ki,False
http://www.wikidata.org/entity/Q38,Италия,kk,False
http://www.wikidata.org/entity/Q38,Italia,kl,False
http://www.wikidata.org/entity/Q38,ប្រទេសអ៊ីតាលី,km,False
http://www.wikidata.org/entity/Q38,ಇಟಲಿ,kn,False
http://www.wikidata.org/entity/Q38,이탈리아,ko,False
http://www.wikidata.org/entity/Q38,Италья,koi,False
http://www.wikidata.org/entity/Q38,Италия,krc,False
http://www.wikidata.org/entity/Q38,Italie,ksh,False
http://www.wikidata.org/entity/Q38,Îtalya,ku,False
http://www.wikidata.org/entity/Q38,Италия,kv,False
http://www.wikidata.org/entity/Q38,Itali,kw,False
http://www.wikidata.org/entity/Q38,Италия,ky,False
http://www.wikidata.org/entity/Q38,Italia,la,False
http://www.wikidata.org/entity/Q38,Italia,lad,False
http://www.wikidata.org/entity/Q38,Italien,lb,False
http://www.wikidata.org/entity/Q38,Италия,lez,False
http://www.wikidata.org/entity/Q38,Italia,lfn,False
http://www.wikidata.org/entity/Q38,Yitale,lg,False
http://www.wikidata.org/entity/Q38,Italië,li,False
http://www.wikidata.org/entity/Q38,Italia,lij,False
http://www.wikidata.org/entity/Q38,Itāļmō,liv,False
http://www.wikidata.org/entity/Q38,Itàlia,lmo,False
http://www.wikidata.org/entity/Q38,Italya,ln,False
http://www.wikidata.org/entity/Q38,ອິຕາລີ,lo,False
http://www.wikidata.org/entity/Q38,ایتالیا,lrc,False
http://www.wikidata.org/entity/Q38,Italija,lt,False
http://www.wikidata.org/entity/Q38,Italeja,ltg,False
http://www.wikidata.org/entity/Q38,Itālija,lv,False
http://www.wikidata.org/entity/Q38,義大利,lzh,False
http://www.wikidata.org/entity/Q38,इटली,mai,False
http://www.wikidata.org/entity/Q38,Italia,map-bms,False
http://www.wikidata.org/entity/Q38,Италие,mdf,False
http://www.wikidata.org/entity/Q38,Italia,mg,False
http://www.wikidata.org/entity/Q38,Италий,mhr,False
http://www.wikidata.org/entity/Q38,Itāria,mi,False
http://www.wikidata.org/entity/Q38,Italia,min,False
http://www.wikidata.org/entity/Q38,Италија,mk,False
http://www.wikidata.org/entity/Q38,ഇറ്റലി,ml,False
http://www.wikidata.org/entity/Q38,Итали,mn,False
http://www.wikidata.org/entity/Q38,इटली,mr,False
http://www.wikidata.org/entity/Q38,Itali,ms,False
http://www.wikidata.org/entity/Q38,Italja,mt,False
http://www.wikidata.org/entity/Q38,Eitália,mwl,False
http://www.wikidata.org/entity/Q38,အီတလီနိုင်ငံ,my,False
http://www.wikidata.org/entity/Q38,Италия Мастор,myv,False
http://www.wikidata.org/entity/Q38,ایتالیا,mzn,False
http://www.wikidata.org/entity/Q38,Itari,na,False
http://www.wikidata.org/entity/Q38,Italia,nah,False
http://www.wikidata.org/entity/Q38,Í-tāi-lī,nan,False
http://www.wikidata.org/entity/Q38,Italia,nap,False
http://www.wikidata.org/entity/Q38,Italia,nb,False
http://www.wikidata.org/entity/Q38,Italien,nds,False
http://www.wikidata.org/entity/Q38,Italiën,nds-nl,False
http://www.wikidata.org/entity/Q38,इटाली,ne,False
http://www.wikidata.org/entity/Q38,इटाली,new,False
http://www.wikidata.org/entity/Q38,Italia,nn,False
http://www.wikidata.org/entity/Q38,Italia,nov,False
http://www.wikidata.org/entity/Q38,Italie,nrm,False
http://www.wikidata.org/entity/Q38,Italia,nso,False
http://www.wikidata.org/entity/Q38,Doohatsʼíí Yátiʼ Dineʼé Bikéyah,nv,False
http://www.wikidata.org/entity/Q38,Italia,ny,False
http://www.wikidata.org/entity/Q38,Itàlia,oc,False
http://www.wikidata.org/entity/Q38,Itualii,olo,False
http://www.wikidata.org/entity/Q38,Xaaliyaanii,om,False
http://www.wikidata.org/entity/Q38,ଇଟାଲୀ,or,False
http://www.wikidata.org/entity/Q38,Итали,os,False
http://www.wikidata.org/entity/Q180686,PubMed,af,False
http://www.wikidata.org/entity/Q180686,ببميد,ar,False
http://www.wikidata.org/entity/Q180686,PubMed,ast,False
http://www.wikidata.org/entity/Q180686,PubMed,be,False
http://www.wikidata.org/entity/Q180686,PubMed,bg,False
http://www.wikidata.org/entity/Q180686,পাবমেড আইডেন্টিফায়ার,bn,False
http://www.wikidata.org/entity/Q180686,PubMed,bs,False
http://www.wikidata.org/entity/Q180686,PubMed,ca,False
http://www.wikidata.org/entity/Q180686,PubMed,cs,False
http://www.wikidata.org/entity/Q180686,PubMed,cy,False
http://www.wikidata.org/entity/Q180686,PubMed,da,False
http://www.wikidata.org/entity/Q180686,PubMed,de,False
http://www.wikidata.org/entity/Q180686,PubMed,de-ch,False
http://www.wikidata.org/entity/Q180686,PubMed,el,False
http://www.wikidata.org/entity/Q180686,PubMed,en,False
http://www.wikidata.org/entity/Q180686,PubMed,en-ca,False
http://www.wikidata.org/entity/Q180686,PubMed,en-gb,False
http://www.wikidata.org/entity/Q180686,PubMed,eo,False
http://www.wikidata.org/entity/Q180686,PubM,es,False
http://www.wikidata.org/entity/Q180686,PubMed,et,False
http://www.wikidata.org/entity/Q180686,PubMed,eu,False
http://www.wikidata.org/entity/Q180686,پابمد,fa,False
http://www.wikidata.org/entity/Q180686,PubMed,fi,False
http://www.wikidata.org/entity/Q180686,PubMed,fo,False
http://www.wikidata.org/entity/Q180686,PubMed,fr,False
http://www.wikidata.org/entity/Q180686,PubMed,gl,False
http://www.wikidata.org/entity/Q180686,PubMed,he,False
http://www.wikidata.org/entity/Q180686,पबमेड,hi,False
http://www.wikidata.org/entity/Q180686,PubMed,hr,False
http://www.wikidata.org/entity/Q180686,PubMed,hu,False
http://www.wikidata.org/entity/Q180686,PubMed,hy,False
http://www.wikidata.org/entity/Q180686,PubMed,id,False
http://www.wikidata.org/entity/Q39631,Medico,ia,False
http://www.wikidata.org/entity/Q39631,mediko,ilo,False
http://www.wikidata.org/entity/Q39631,mediko,io,False
http://www.wikidata.org/entity/Q39631,læknir,is,False
http://www.wikidata.org/entity/Q39631,Fizishan,jam,False
http://www.wikidata.org/entity/Q39631,ವೈದ್ಯ,kn,False
http://www.wikidata.org/entity/Q39631,Bijîşk,ku,False
http://www.wikidata.org/entity/Q39631,Догдур,ky,False
http://www.wikidata.org/entity/Q39631,Dutùr,lmo,False
http://www.wikidata.org/entity/Q39631,Mónganga,ln,False
http://www.wikidata.org/entity/Q39631,ārsts,lv,False
http://www.wikidata.org/entity/Q39631,醫士,lzh,False
http://www.wikidata.org/entity/Q39631,Dokotera,mg,False
http://www.wikidata.org/entity/Q39631,Dotor,min,False
http://www.wikidata.org/entity/Q39631,лекар,mk,False
http://www.wikidata.org/entity/Q39631,Эмч,mn,False
http://www.wikidata.org/entity/Q39631,I-su,nan,False
http://www.wikidata.org/entity/Q39631,चिकित्सक,ne,False
http://www.wikidata.org/entity/Q39631,चिकित्सक,new,False
http://www.wikidata.org/entity/Q39631,lege,nn,False
http://www.wikidata.org/entity/Q39631,mètge,oc,False
http://www.wikidata.org/entity/Q39631,ଚିକିତ୍ସକ,or,False
http://www.wikidata.org/entity/Q39631,Хосгæнæг,os,False
http://www.wikidata.org/entity/Q39631,ਡਾਕਟਰ,pa,False
http://www.wikidata.org/entity/Q39631,Cérusien,pcd,False
http://www.wikidata.org/entity/Q39631,Dharmaskro,rmy,False
http://www.wikidata.org/entity/Q39631,Медик,rue,False
http://www.wikidata.org/entity/Q39631,быраас,sah,False
http://www.wikidata.org/entity/Q39631,mèdicu,scn,False
http://www.wikidata.org/entity/Q39631,physeecian,sco,False
http://www.wikidata.org/entity/Q39631,طبيب,sd,False
http://www.wikidata.org/entity/Q39631,doavttir,se,False
http://www.wikidata.org/entity/Q39631,Gīdītuos,sgs,False
http://www.wikidata.org/entity/Q39631,Ljekar,sh,False
http://www.wikidata.org/entity/Q39631,වෛද්යවරයා,si,False
http://www.wikidata.org/entity/Q39631,davvoje,sma,False
http://www.wikidata.org/entity/Q39631,Chiremba,sn,False
http://www.wikidata.org/entity/Q39631,лекар,sr,False
http://www.wikidata.org/entity/Q39631,лекар,sr-ec,False
http://www.wikidata.org/entity/Q39631,lekar,sr-el,False
http://www.wikidata.org/entity/Q39631,Dokter,su,False
http://www.wikidata.org/entity/Q39631,daktari,sw,False
http://www.wikidata.org/entity/Q39631,табиб,tg,False
http://www.wikidata.org/entity/Q39631,แพทย์,th,False
http://www.wikidata.org/entity/Q39631,ዶክተር,ti,False
http://www.wikidata.org/entity/Q39631,manggagamot,tl,False
http://www.wikidata.org/entity/Q39631,Dokodela,ts,False
http://www.wikidata.org/entity/Q39631,табиб,tt,False
http://www.wikidata.org/entity/Q39631,табиб,tt-cyrl,False
http://www.wikidata.org/entity/Q39631,Эмчи,tyv,False
http://www.wikidata.org/entity/Q39631,طبیب,ur,False
http://www.wikidata.org/entity/Q39631,Shifokor,uz,False
http://www.wikidata.org/entity/Q39631,thầy thuốc,vi,False
http://www.wikidata.org/entity/Q39631,Medcén,wa,False
http://www.wikidata.org/entity/Q39631,醫生,wuu,False
http://www.wikidata.org/entity/Q39631,דאקטער,yi,False
http://www.wikidata.org/entity/Q39631,醫生,yue,False
http://www.wikidata.org/entity/Q39631,Canghyw,za,False
http://www.wikidata.org/entity/Q39631,醫生,zh-hk,False
http://www.wikidata.org/entity/Q39631,醫生,zh-mo,False
http://www.wikidata.org/entity/Q39631,医生,zh-my,False
http://www.wikidata.org/entity/Q39631,医生,zh-sg,False
http://www.wikidata.org/entity/Q39631,醫生,zh-tw,False
http://www.wikidata.org/entity/Q39631,dochtúir leighis,ga,False
http://www.wikidata.org/entity/Q39631,doktor,diq,False
http://www.wikidata.org/entity/Q39631,"misaydan, ising",szy,False
http://www.wikidata.org/entity/Q39631,лециця,myv,False
http://www.wikidata.org/entity/Q39631,drambeskiero,rmf,False
http://www.wikidata.org/entity/Q214917,playwright,en,False
http://www.wikidata.org/entity/Q214917,drámaíró,hu,False
http://www.wikidata.org/entity/Q214917,toneelschrijver,nl,False
http://www.wikidata.org/entity/Q214917,dramaturgo,pt,False
http://www.wikidata.org/entity/Q214917,dramaturge,fr,False
http://www.wikidata.org/entity/Q214917,dramaturgo,es,False
http://www.wikidata.org/entity/Q214917,Dramatiker,de,False
http://www.wikidata.org/entity/Q214917,θεατρικός συγγραφέας,el,False
http://www.wikidata.org/entity/Q214917,ਨਾਟਕਕਾਰ,pa,False
http://www.wikidata.org/entity/Q214917,ନାଟ୍ୟକାର,or,False
http://www.wikidata.org/entity/Q214917,מחזאי,he,False
http://www.wikidata.org/entity/Q214917,драматург,ru,False
http://www.wikidata.org/entity/Q214917,drammaturgo,it,False
http://www.wikidata.org/entity/Q214917,scriptor scaenicus,la,False
http://www.wikidata.org/entity/Q180686,PubMed,ilo,False
http://www.wikidata.org/entity/Q180686,Pubmed,is,False
http://www.wikidata.org/entity/Q180686,PubMed,it,False
http://www.wikidata.org/entity/Q180686,PubMed,ja,False
http://www.wikidata.org/entity/Q180686,PubMed,ka,False
http://www.wikidata.org/entity/Q180686,PubMed,kl,False
http://www.wikidata.org/entity/Q180686,PubMed,ko,False
http://www.wikidata.org/entity/Q180686,PubMed,ky,False
http://www.wikidata.org/entity/Q180686,പബ്മെഡ്,ml,False
http://www.wikidata.org/entity/Q180686,PubMed,ms,False
http://www.wikidata.org/entity/Q180686,PubMed,nan,False
http://www.wikidata.org/entity/Q180686,PubMed,nb,False
http://www.wikidata.org/entity/Q180686,PubMed,nl,False
http://www.wikidata.org/entity/Q180686,PubMed,nn,False
http://www.wikidata.org/entity/Q180686,PubMed,pl,False
http://www.wikidata.org/entity/Q180686,PubMed,pt,False
http://www.wikidata.org/entity/Q180686,PubMed,pt-br,False
http://www.wikidata.org/entity/Q180686,PubMed,ro,False
http://www.wikidata.org/entity/Q180686,PubMed,ru,False
http://www.wikidata.org/entity/Q180686,PubMed,sco,False
http://www.wikidata.org/entity/Q180686,PubMed,sh,False
http://www.wikidata.org/entity/Q180686,PubMed,sr,False
http://www.wikidata.org/entity/Q180686,PubMed,sv,False
http://www.wikidata.org/entity/Q180686,பப்மெட்,ta,False
http://www.wikidata.org/entity/Q180686,PubMed,tg,False
http://www.wikidata.org/entity/Q180686,PubMed,th,False
http://www.wikidata.org/entity/Q180686,PubMed,tr,False
http://www.wikidata.org/entity/Q180686,PubMed,uk,False
http://www.wikidata.org/entity/Q180686,Pubmed,vi,False
http://www.wikidata.org/entity/Q180686,公共醫療,zh,False
http://www.wikidata.org/entity/Q214917,dramaturgu,ast,False
http://www.wikidata.org/entity/Q214917,dramaturq,az,False
http://www.wikidata.org/entity/Q214917,драматург,be,False
http://www.wikidata.org/entity/Q214917,драматург,be-tarask,False
http://www.wikidata.org/entity/Q214917,dramaturg,ca,False
http://www.wikidata.org/entity/Q214917,dramodydd,cy,False
http://www.wikidata.org/entity/Q214917,dramaturgo,eo,False
http://www.wikidata.org/entity/Q214917,դրամատուրգ,hy,False
http://www.wikidata.org/entity/Q214917,დრამატურგი,ka,False
http://www.wikidata.org/entity/Q214917,dramaturgs,lv,False
http://www.wikidata.org/entity/Q214917,драматург,mk,False
http://www.wikidata.org/entity/Q214917,dramaturg,pl,False
http://www.wikidata.org/entity/Q214917,dramaturg,ro,False
http://www.wikidata.org/entity/Q214917,драматург,sr,False
http://www.wikidata.org/entity/Q214917,драматург,tt,False
http://www.wikidata.org/entity/Q214917,драматург,uk,False
http://www.wikidata.org/entity/Q214917,ڈراما نگار,ur,False
http://www.wikidata.org/entity/Q214917,劇作家,ja,False
http://www.wikidata.org/entity/Q214917,odee ejije,ig,False
http://www.wikidata.org/entity/Q214917,dramaturgo,an,False
http://www.wikidata.org/entity/Q214917,scop,ang,False
http://www.wikidata.org/entity/Q214917,كاتب مسرحي,ar,False
http://www.wikidata.org/entity/Q214917,драматург,ba,False
http://www.wikidata.org/entity/Q214917,Dramatiker,bar,False
http://www.wikidata.org/entity/Q214917,драматург,bg,False
http://www.wikidata.org/entity/Q214917,নাট্যকার,bn,False
http://www.wikidata.org/entity/Q214917,dramaturg,bs,False
http://www.wikidata.org/entity/Q214917,dramaturg,crh,False
http://www.wikidata.org/entity/Q214917,dramaturg,crh-latn,False
http://www.wikidata.org/entity/Q214917,dramatik,cs,False
http://www.wikidata.org/entity/Q214917,драматург,cv,False
http://www.wikidata.org/entity/Q214917,dramatiker,da,False
http://www.wikidata.org/entity/Q214917,Dramatiker,de-ch,False
http://www.wikidata.org/entity/Q214917,nuştekarê kayi,diq,False
