search_term,entityid,pageid,search_position,timestamp
coronavirus,Q87843252,87075929,75,2020-03-30T04:30:53Z
coronavirus,Q87833915,87066869,76,2020-03-30T04:30:53Z
coronavirus,Q86452405,85702034,77,2020-03-30T04:30:53Z
coronavirus,Q87652010,86891900,78,2020-03-30T04:30:53Z
coronavirus,Q88366392,87603309,79,2020-03-30T04:30:53Z
coronavirus,Q83873580,83181967,80,2020-03-30T04:30:53Z
coronavirus,Q57773822,57688229,81,2020-03-30T04:30:53Z
coronavirus,Q87235177,86471226,82,2020-03-30T04:30:53Z
coronavirus,Q88366225,87603144,83,2020-03-30T04:30:53Z
coronavirus,Q87191204,86427766,84,2020-03-30T04:30:53Z
coronavirus,Q88974220,88200742,85,2020-03-30T04:30:53Z
coronavirus,Q86756826,86002048,86,2020-03-30T04:30:53Z
coronavirus,Q24808940,26771865,87,2020-03-30T04:30:53Z
coronavirus,Q33841118,35284420,88,2020-03-30T04:30:53Z
coronavirus,Q69324290,68990499,89,2020-03-30T04:30:53Z
coronavirus,Q88660202,87891143,90,2020-03-30T04:30:53Z
coronavirus,Q88660232,87891173,91,2020-03-30T04:30:53Z
coronavirus,Q70920495,70583045,92,2020-03-30T04:30:53Z
coronavirus,Q88366405,87603322,93,2020-03-30T04:30:53Z
coronavirus,Q87070975,86310051,94,2020-03-30T04:30:53Z
coronavirus,Q88660189,87891130,95,2020-03-30T04:30:53Z
coronavirus,Q87068363,86307510,96,2020-03-30T04:30:53Z
coronavirus,Q88660197,87891138,97,2020-03-30T04:30:53Z
coronavirus,Q84581246,83879685,98,2020-03-30T04:30:53Z
coronavirus,Q84762892,84064432,99,2020-03-30T04:30:53Z
coronavirus,Q28188496,29886347,100,2020-03-30T04:30:53Z
coronavirus,Q88660211,87891152,101,2020-03-30T04:30:53Z
coronavirus,Q88366251,87603169,102,2020-03-30T04:30:53Z
coronavirus,Q83873548,83181935,103,2020-03-30T04:30:53Z
coronavirus,Q85939995,85206502,104,2020-03-30T04:30:53Z
coronavirus,Q87779474,87015727,105,2020-03-30T04:30:53Z
coronavirus,Q7834605,7768222,106,2020-03-30T04:30:53Z
coronavirus,Q87473205,86707213,107,2020-03-30T04:30:53Z
coronavirus,Q87715843,86954087,108,2020-03-30T04:30:53Z
coronavirus,Q24536078,26503947,109,2020-03-30T04:30:53Z
coronavirus,Q88657456,87888413,110,2020-03-30T04:30:53Z
coronavirus,Q18965334,20522231,111,2020-03-30T04:30:53Z
coronavirus,Q88366425,87603343,112,2020-03-30T04:30:53Z
coronavirus,Q88660220,87891161,113,2020-03-30T04:30:53Z
coronavirus,Q88366398,87603315,114,2020-03-30T04:30:53Z
coronavirus,Q88097247,87342263,115,2020-03-30T04:30:53Z
coronavirus,Q24808948,26771873,116,2020-03-30T04:30:53Z
coronavirus,Q88475361,87709442,117,2020-03-30T04:30:53Z
coronavirus,Q88028644,87269037,118,2020-03-30T04:30:53Z
coronavirus,Q87479384,86714476,119,2020-03-30T04:30:53Z
coronavirus,Q88176251,87420374,120,2020-03-30T04:30:53Z
coronavirus,Q24338168,26309427,121,2020-03-30T04:30:53Z
coronavirus,Q16848886,18451546,122,2020-03-30T04:30:53Z
coronavirus,Q88366420,87603338,123,2020-03-30T04:30:53Z
coronavirus,Q24808939,26771864,124,2020-03-30T04:30:53Z
coronavirus,Q88366271,87603189,125,2020-03-30T04:30:53Z
coronavirus,Q88366413,87603330,126,2020-03-30T04:30:53Z
coronavirus,Q88660182,87891123,127,2020-03-30T04:30:53Z
coronavirus,Q83493517,82808781,128,2020-03-30T04:30:53Z
coronavirus,Q16988426,18592773,129,2020-03-30T04:30:53Z
coronavirus,Q88366260,87603178,130,2020-03-30T04:30:53Z
coronavirus,Q87456799,86686115,131,2020-03-30T04:30:53Z
coronavirus,Q88366232,87603150,132,2020-03-30T04:30:53Z
coronavirus,Q84098939,83402394,133,2020-03-30T04:30:53Z
coronavirus,Q88475358,87709439,134,2020-03-30T04:30:53Z
coronavirus,Q18965333,20522230,135,2020-03-30T04:30:53Z
coronavirus,Q24808936,26771861,136,2020-03-30T04:30:53Z
coronavirus,Q24808938,26771863,137,2020-03-30T04:30:53Z
coronavirus,Q34132548,35573216,138,2020-03-30T04:30:53Z
coronavirus,Q87250819,86486415,139,2020-03-30T04:30:53Z
coronavirus,Q24329089,26300440,140,2020-03-30T04:30:53Z
coronavirus,Q16993274,18597707,141,2020-03-30T04:30:53Z
coronavirus,Q87222526,86458708,142,2020-03-30T04:30:53Z
coronavirus,Q16992475,18596868,143,2020-03-30T04:30:53Z
coronavirus,Q29617553,31263258,144,2020-03-30T04:30:53Z
coronavirus,Q16988144,18592484,145,2020-03-30T04:30:53Z
coronavirus,Q24808943,26771868,146,2020-03-30T04:30:53Z
coronavirus,Q88173015,87417201,147,2020-03-30T04:30:53Z
coronavirus,Q88366244,87603162,148,2020-03-30T04:30:53Z
coronavirus,Q88892837,88120392,149,2020-03-30T04:30:53Z
coronavirus,Q27332392,29138463,150,2020-03-30T04:30:53Z
coronavirus,Q55780449,55752766,151,2020-03-30T04:30:53Z
coronavirus,Q37647570,39020694,152,2020-03-30T04:30:53Z
coronavirus,Q16989092,18593467,153,2020-03-30T04:30:53Z
coronavirus,Q57773834,57688242,154,2020-03-30T04:30:53Z
coronavirus,Q83912697,83220356,155,2020-03-30T04:30:53Z
coronavirus,Q87144458,86382233,156,2020-03-30T04:30:53Z
coronavirus,Q39522937,40876114,157,2020-03-30T04:30:53Z
coronavirus,Q86999506,86240577,158,2020-03-30T04:30:53Z
coronavirus,Q87123561,86361502,159,2020-03-30T04:30:53Z
coronavirus,Q84081576,83385069,160,2020-03-30T04:30:53Z
coronavirus,Q87763738,87000343,161,2020-03-30T04:30:53Z
coronavirus,Q7855142,7790265,162,2020-03-30T04:30:53Z
coronavirus,Q57773819,57688225,163,2020-03-30T04:30:53Z
coronavirus,Q16985784,18589988,164,2020-03-30T04:30:53Z
coronavirus,Q88807716,88037404,165,2020-03-30T04:30:53Z
coronavirus,Q88660589,87891529,166,2020-03-30T04:30:53Z
coronavirus,Q28202401,29900119,167,2020-03-30T04:30:53Z
coronavirus,Q18965336,20522233,168,2020-03-30T04:30:53Z
coronavirus,Q29615907,31261619,169,2020-03-30T04:30:53Z
coronavirus,Q16985780,18589984,170,2020-03-30T04:30:53Z
coronavirus,Q88626633,87858409,171,2020-03-30T04:30:53Z
coronavirus,Q36734185,38116913,172,2020-03-30T04:30:53Z
coronavirus,Q24808947,26771872,173,2020-03-30T04:30:53Z
coronavirus,Q87822053,87055227,174,2020-03-30T04:30:53Z
coronavirus,Q24808946,26771871,175,2020-03-30T04:30:53Z
coronavirus,Q57879935,57794521,176,2020-03-30T04:30:53Z
coronavirus,Q87066621,86305861,177,2020-03-30T04:30:53Z
coronavirus,Q87745903,86983206,178,2020-03-30T04:30:53Z
coronavirus,Q87116829,86354861,179,2020-03-30T04:30:53Z
coronavirus,Q27641252,29361620,180,2020-03-30T04:30:53Z
coronavirus,Q87821425,87054610,181,2020-03-30T04:30:53Z
coronavirus,Q24600523,26566183,182,2020-03-30T04:30:53Z
coronavirus,Q88082534,87327718,183,2020-03-30T04:30:53Z
coronavirus,Q87162010,86399575,184,2020-03-30T04:30:53Z
coronavirus,Q34451350,35889489,185,2020-03-30T04:30:53Z
coronavirus,Q87483673,86719480,186,2020-03-30T04:30:53Z
coronavirus,Q34347450,35786383,187,2020-03-30T04:30:53Z
coronavirus,Q73355202,72997836,188,2020-03-30T04:30:53Z
coronavirus,Q70628712,70302232,189,2020-03-30T04:30:53Z
coronavirus,Q88660566,87891507,190,2020-03-30T04:30:53Z
coronavirus,Q87235137,86471186,191,2020-03-30T04:30:53Z
coronavirus,Q70920421,70582976,192,2020-03-30T04:30:53Z
coronavirus,Q86694210,85939824,193,2020-03-30T04:30:53Z
coronavirus,Q24725279,26688482,194,2020-03-30T04:30:53Z
coronavirus,Q24548959,26516250,195,2020-03-30T04:30:53Z
coronavirus,Q29618055,31263695,196,2020-03-30T04:30:53Z
coronavirus,Q88660583,87891524,197,2020-03-30T04:30:53Z
coronavirus,Q83962927,83268833,198,2020-03-30T04:30:53Z
coronavirus,Q34233548,35673455,199,2020-03-30T04:30:53Z
coronavirus,Q87590993,86832794,200,2020-03-30T04:30:53Z
coronavirus,Q88599208,87831198,201,2020-03-30T04:30:53Z
coronavirus,Q88660576,87891516,202,2020-03-30T04:30:53Z
coronavirus,Q34120263,35561023,203,2020-03-30T04:30:53Z
coronavirus,Q87664046,86903557,204,2020-03-30T04:30:53Z
coronavirus,Q87250695,86486290,205,2020-03-30T04:30:53Z
coronavirus,Q16992344,18596728,206,2020-03-30T04:30:53Z
coronavirus,Q84446340,83746580,207,2020-03-30T04:30:53Z
coronavirus,Q87406428,86638502,208,2020-03-30T04:30:53Z
coronavirus,Q87805340,87039541,209,2020-03-30T04:30:53Z
coronavirus,Q33642332,35087914,210,2020-03-30T04:30:53Z
coronavirus,Q55643348,55628322,211,2020-03-30T04:30:53Z
coronavirus,Q87592982,86834733,212,2020-03-30T04:30:53Z
coronavirus,Q24781931,26744898,213,2020-03-30T04:30:53Z
coronavirus,Q34304123,35743396,214,2020-03-30T04:30:53Z
coronavirus,Q24596439,26562105,215,2020-03-30T04:30:53Z
coronavirus,Q85884380,85154747,216,2020-03-30T04:30:53Z
coronavirus,Q35989123,37380604,217,2020-03-30T04:30:53Z
coronavirus,Q87899016,87130318,218,2020-03-30T04:30:53Z
coronavirus,Q35989113,37380594,219,2020-03-30T04:30:53Z
coronavirus,Q84360528,83661581,220,2020-03-30T04:30:53Z
coronavirus,Q87409953,86641705,221,2020-03-30T04:30:53Z
coronavirus,Q87752017,86989193,222,2020-03-30T04:30:53Z
coronavirus,Q88545234,87777834,223,2020-03-30T04:30:53Z
coronavirus,Q24726996,26690202,224,2020-03-30T04:30:53Z
coronavirus,Q87821864,87055043,225,2020-03-30T04:30:53Z
coronavirus,Q42646008,43908017,226,2020-03-30T04:30:53Z
coronavirus,Q24530697,26498673,227,2020-03-30T04:30:53Z
coronavirus,Q86919406,86162326,228,2020-03-30T04:30:53Z
coronavirus,Q24337838,26309097,229,2020-03-30T04:30:53Z
coronavirus,Q88099582,87344546,230,2020-03-30T04:30:53Z
coronavirus,Q87496121,86737121,231,2020-03-30T04:30:53Z
coronavirus,Q87412028,86643516,232,2020-03-30T04:30:53Z
coronavirus,Q87975745,87205692,233,2020-03-30T04:30:53Z
coronavirus,Q33294059,34743801,234,2020-03-30T04:30:53Z
coronavirus,Q86948603,86190939,235,2020-03-30T04:30:53Z
coronavirus,Q87250732,86486328,236,2020-03-30T04:30:53Z
coronavirus,Q87250803,86486399,237,2020-03-30T04:30:53Z
coronavirus,Q36575146,37959841,238,2020-03-30T04:30:53Z
coronavirus,Q87250838,86486434,239,2020-03-30T04:30:53Z
coronavirus,Q87836479,87069366,240,2020-03-30T04:30:53Z
coronavirus,Q87648388,86888415,241,2020-03-30T04:30:53Z
coronavirus,Q87821841,87055023,242,2020-03-30T04:30:53Z
coronavirus,Q87119811,86357777,243,2020-03-30T04:30:53Z
coronavirus,Q33717322,35161603,244,2020-03-30T04:30:53Z
coronavirus,Q87659698,86899261,245,2020-03-30T04:30:53Z
coronavirus,Q87781572,87017774,246,2020-03-30T04:30:53Z
coronavirus,Q87468681,86700313,247,2020-03-30T04:30:53Z
coronavirus,Q73286741,72930343,248,2020-03-30T04:30:53Z
coronavirus,Q88104003,87348880,249,2020-03-30T04:30:53Z
coronavirus,Q87723599,86961740,250,2020-03-30T04:30:53Z
coronavirus,Q86694744,85940355,251,2020-03-30T04:30:53Z
coronavirus,Q87161441,86399007,252,2020-03-30T04:30:53Z
coronavirus,Q87250788,86486385,253,2020-03-30T04:30:53Z
coronavirus,Q87976489,87206432,254,2020-03-30T04:30:53Z
coronavirus,Q87587763,86829600,255,2020-03-30T04:30:53Z
coronavirus,Q87743858,86981247,256,2020-03-30T04:30:53Z
coronavirus,Q87480220,86715320,257,2020-03-30T04:30:53Z
coronavirus,Q24774557,26737529,258,2020-03-30T04:30:53Z
coronavirus,Q87719492,86957636,259,2020-03-30T04:30:53Z
coronavirus,Q87204911,86441318,260,2020-03-30T04:30:53Z
coronavirus,Q88365889,87602807,261,2020-03-30T04:30:53Z
coronavirus,Q87866152,87098411,262,2020-03-30T04:30:53Z
coronavirus,Q87250948,86486543,263,2020-03-30T04:30:53Z
coronavirus,Q85610489,84895806,264,2020-03-30T04:30:53Z
coronavirus,Q87058723,86298298,265,2020-03-30T04:30:53Z
coronavirus,Q87343682,86577721,266,2020-03-30T04:30:53Z
coronavirus,Q34472168,35910697,267,2020-03-30T04:30:53Z
coronavirus,Q87250913,86486508,268,2020-03-30T04:30:53Z
coronavirus,Q20024455,21694889,269,2020-03-30T04:30:53Z
coronavirus,Q88365878,87602796,270,2020-03-30T04:30:53Z
coronavirus,Q88365856,87602774,271,2020-03-30T04:30:53Z
coronavirus,Q57773827,57688235,272,2020-03-30T04:30:53Z
coronavirus,Q87580938,86822844,273,2020-03-30T04:30:53Z
coronavirus,Q87767345,87003840,274,2020-03-30T04:30:53Z
coronavirus,Q88074687,87320054,275,2020-03-30T04:30:53Z
coronavirus,Q87121993,86359963,276,2020-03-30T04:30:53Z
coronavirus,Q87648634,86888676,277,2020-03-30T04:30:53Z
coronavirus,Q57017389,56934387,278,2020-03-30T04:30:53Z
coronavirus,Q87186117,86422913,279,2020-03-30T04:30:53Z
coronavirus,Q87589392,86831215,280,2020-03-30T04:30:53Z
coronavirus,Q87202921,86439334,281,2020-03-30T04:30:53Z
coronavirus,Q87144389,86382164,282,2020-03-30T04:30:53Z
coronavirus,Q88365865,87602783,283,2020-03-30T04:30:53Z
coronavirus,Q86599373,85846657,284,2020-03-30T04:30:53Z
coronavirus,Q87245450,86481273,285,2020-03-30T04:30:53Z
coronavirus,Q88365848,87602766,286,2020-03-30T04:30:53Z
coronavirus,Q34463761,35901838,287,2020-03-30T04:30:53Z
coronavirus,Q88208091,87451491,288,2020-03-30T04:30:53Z
coronavirus,Q73855823,73488448,289,2020-03-30T04:30:53Z
coronavirus,Q87743899,86981289,290,2020-03-30T04:30:53Z
coronavirus,Q51673467,52587535,291,2020-03-30T04:30:53Z
coronavirus,Q54562369,54746302,292,2020-03-30T04:30:53Z
coronavirus,Q33644581,35090144,293,2020-03-30T04:30:53Z
coronavirus,Q87589123,86830950,294,2020-03-30T04:30:53Z
coronavirus,Q84055544,83360370,295,2020-03-30T04:30:53Z
coronavirus,Q86675924,85921646,296,2020-03-30T04:30:53Z
coronavirus,Q86745927,85991207,297,2020-03-30T04:30:53Z
coronavirus,Q87477841,86712609,298,2020-03-30T04:30:53Z
coronavirus,Q88839473,88068994,299,2020-03-30T04:30:53Z
coronavirus,Q57584433,57499534,300,2020-03-30T04:30:53Z
coronavirus,Q86921736,86164629,301,2020-03-30T04:30:53Z
coronavirus,Q33920306,35362927,302,2020-03-30T04:30:53Z
coronavirus,Q87705884,86944315,303,2020-03-30T04:30:53Z
coronavirus,Q88176272,87420396,304,2020-03-30T04:30:53Z
coronavirus,Q86077067,85342072,305,2020-03-30T04:30:53Z
coronavirus,Q34292813,35732226,306,2020-03-30T04:30:53Z
coronavirus,Q24775034,26738006,307,2020-03-30T04:30:53Z
coronavirus,Q87669612,86909047,308,2020-03-30T04:30:53Z
coronavirus,Q87899022,87130327,309,2020-03-30T04:30:53Z
coronavirus,Q31153826,32762608,310,2020-03-30T04:30:53Z
coronavirus,Q88634378,87865581,311,2020-03-30T04:30:53Z
coronavirus,Q29619007,31264652,312,2020-03-30T04:30:53Z
coronavirus,Q34064211,35505541,313,2020-03-30T04:30:53Z
coronavirus,Q88365896,87602814,314,2020-03-30T04:30:53Z
coronavirus,Q88365908,87602826,315,2020-03-30T04:30:53Z
coronavirus,Q5172253,4943331,316,2020-03-30T04:30:53Z
coronavirus,Q84056433,83361245,317,2020-03-30T04:30:53Z
coronavirus,Q87068864,86307984,318,2020-03-30T04:30:53Z
coronavirus,Q87822808,87055977,319,2020-03-30T04:30:53Z
coronavirus,Q58459265,58372688,320,2020-03-30T04:30:53Z
coronavirus,Q88365900,87602818,321,2020-03-30T04:30:53Z
coronavirus,Q87414741,86645698,322,2020-03-30T04:30:53Z
coronavirus,Q47925901,48960456,323,2020-03-30T04:30:53Z
coronavirus,Q87665364,86904837,324,2020-03-30T04:30:53Z
coronavirus,Q87402404,86635045,325,2020-03-30T04:30:53Z
coronavirus,Q4982297,4762955,326,2020-03-30T04:30:53Z
coronavirus,Q87213066,86449356,327,2020-03-30T04:30:53Z
coronavirus,Q88175310,87419449,328,2020-03-30T04:30:53Z
coronavirus,Q88622881,87854778,329,2020-03-30T04:30:53Z
coronavirus,Q88097674,87342684,330,2020-03-30T04:30:53Z
coronavirus,Q37273712,38650792,331,2020-03-30T04:30:53Z
coronavirus,Q33269158,34719165,332,2020-03-30T04:30:53Z
coronavirus,Q87243915,86479873,333,2020-03-30T04:30:53Z
coronavirus,Q88169973,87414188,334,2020-03-30T04:30:53Z
coronavirus,Q88548819,87781352,335,2020-03-30T04:30:53Z
coronavirus,Q87742089,86979542,336,2020-03-30T04:30:53Z
coronavirus,Q87743873,86981262,337,2020-03-30T04:30:53Z
coronavirus,Q83872398,83180814,338,2020-03-30T04:30:53Z
coronavirus,Q33471964,34919283,339,2020-03-30T04:30:53Z
coronavirus,Q87144476,86382251,340,2020-03-30T04:30:53Z
coronavirus,Q87708832,86947159,341,2020-03-30T04:30:53Z
coronavirus,Q59059541,58968163,342,2020-03-30T04:30:53Z
coronavirus,Q86600035,85847307,343,2020-03-30T04:30:53Z
coronavirus,Q87733671,86971633,344,2020-03-30T04:30:53Z
coronavirus,Q37356916,38732831,345,2020-03-30T04:30:53Z
coronavirus,Q72262596,71916105,346,2020-03-30T04:30:53Z
coronavirus,Q87657486,86897091,347,2020-03-30T04:30:53Z
coronavirus,Q87715166,86953417,348,2020-03-30T04:30:53Z
coronavirus,Q103177,105799,349,2020-03-30T04:30:53Z
coronavirus,Q27477706,29200935,350,2020-03-30T04:30:53Z
coronavirus,Q24814848,26777729,351,2020-03-30T04:30:53Z
coronavirus,Q36801938,38183870,352,2020-03-30T04:30:53Z
coronavirus,Q88176256,87420380,353,2020-03-30T04:30:53Z
coronavirus,Q87821969,87055144,354,2020-03-30T04:30:53Z
coronavirus,Q87976701,87206644,355,2020-03-30T04:30:53Z
coronavirus,Q87250713,86486309,356,2020-03-30T04:30:53Z
coronavirus,Q86847138,86091315,357,2020-03-30T04:30:53Z
coronavirus,Q87455852,86684875,358,2020-03-30T04:30:53Z
coronavirus,Q21128649,23176008,359,2020-03-30T04:30:53Z
coronavirus,Q84065114,83369860,360,2020-03-30T04:30:53Z
coronavirus,Q24564108,26530159,361,2020-03-30T04:30:53Z
coronavirus,Q87902902,87134129,362,2020-03-30T04:30:53Z
coronavirus,Q87666042,86905516,363,2020-03-30T04:30:53Z
coronavirus,Q33930434,35372980,364,2020-03-30T04:30:53Z
coronavirus,Q84712636,84011530,365,2020-03-30T04:30:53Z
coronavirus,Q34317027,35756214,366,2020-03-30T04:30:53Z
coronavirus,Q35139215,36565676,367,2020-03-30T04:30:53Z
coronavirus,Q87482960,86718764,368,2020-03-30T04:30:53Z
coronavirus,Q35635196,37030577,369,2020-03-30T04:30:53Z
coronavirus,Q87770645,87007121,370,2020-03-30T04:30:53Z
coronavirus,Q87450756,86679563,371,2020-03-30T04:30:53Z
coronavirus,Q88333605,87571872,372,2020-03-30T04:30:53Z
coronavirus,Q88974952,88201470,373,2020-03-30T04:30:53Z
coronavirus,Q18967921,20524784,374,2020-03-30T04:30:53Z
coronavirus,Q87250930,86486525,375,2020-03-30T04:30:53Z
coronavirus,Q88969125,88195651,376,2020-03-30T04:30:53Z
coronavirus,Q87723439,86961594,377,2020-03-30T04:30:53Z
coronavirus,Q87486535,86724640,378,2020-03-30T04:30:53Z
coronavirus,Q5172250,4943328,379,2020-03-30T04:30:53Z
coronavirus,Q24626757,26592390,380,2020-03-30T04:30:53Z
coronavirus,Q88499389,87732971,381,2020-03-30T04:30:53Z
coronavirus,Q88175317,87419458,382,2020-03-30T04:30:53Z
coronavirus,Q87186365,86423150,383,2020-03-30T04:30:53Z
coronavirus,Q87454162,86682884,384,2020-03-30T04:30:53Z
coronavirus,Q88176280,87420404,385,2020-03-30T04:30:53Z
coronavirus,Q88175298,87419438,386,2020-03-30T04:30:53Z
coronavirus,Q88199660,87443296,387,2020-03-30T04:30:53Z
coronavirus,Q87164033,86401558,388,2020-03-30T04:30:53Z
coronavirus,Q87794247,87030265,389,2020-03-30T04:30:53Z
coronavirus,Q88176260,87420384,390,2020-03-30T04:30:53Z
coronavirus,Q24632997,26598613,391,2020-03-30T04:30:53Z
coronavirus,Q87714704,86952958,392,2020-03-30T04:30:53Z
coronavirus,Q24307914,26279457,393,2020-03-30T04:30:53Z
coronavirus,Q87822806,87055975,394,2020-03-30T04:30:53Z
coronavirus,Q88175148,87419288,395,2020-03-30T04:30:53Z
coronavirus,Q84321326,83622908,396,2020-03-30T04:30:53Z
coronavirus,Q87909922,87140938,397,2020-03-30T04:30:53Z
coronavirus,Q88672484,87903297,398,2020-03-30T04:30:53Z
coronavirus,Q88175130,87419270,399,2020-03-30T04:30:53Z
coronavirus,Q88263719,87505692,400,2020-03-30T04:30:53Z
coronavirus,Q34651545,36084621,401,2020-03-30T04:30:53Z
coronavirus,Q88299219,87537969,402,2020-03-30T04:30:53Z
coronavirus,Q88175157,87419297,403,2020-03-30T04:30:53Z
coronavirus,Q87662819,86902362,404,2020-03-30T04:30:53Z
coronavirus,Q37492491,38866801,405,2020-03-30T04:30:53Z
coronavirus,Q87936974,87167366,406,2020-03-30T04:30:53Z
coronavirus,Q86926476,86169280,407,2020-03-30T04:30:53Z
coronavirus,Q88171718,87415915,408,2020-03-30T04:30:53Z
coronavirus,Q88976960,88203471,409,2020-03-30T04:30:53Z
coronavirus,Q88162038,87406472,410,2020-03-30T04:30:53Z
coronavirus,Q88171744,87415940,411,2020-03-30T04:30:53Z
coronavirus,Q88175295,87419435,412,2020-03-30T04:30:53Z
coronavirus,Q36369843,37756962,413,2020-03-30T04:30:53Z
coronavirus,Q88175152,87419292,414,2020-03-30T04:30:53Z
coronavirus,Q87250752,86486349,415,2020-03-30T04:30:53Z
coronavirus,Q88225303,87468115,416,2020-03-30T04:30:53Z
coronavirus,Q33782401,35226198,417,2020-03-30T04:30:53Z
coronavirus,Q35989118,37380599,418,2020-03-30T04:30:53Z
coronavirus,Q88175161,87419301,419,2020-03-30T04:30:53Z
coronavirus,Q87746024,86983322,420,2020-03-30T04:30:53Z
coronavirus,Q83877003,83185320,421,2020-03-30T04:30:53Z
coronavirus,Q88072615,87318035,422,2020-03-30T04:30:53Z
